timestamp,machine_id,temperature,vibration,pressure,status
2024-01-01 00:06:40,M001,82.71,2.691,4.478,normal
2024-01-01 00:06:50,M002,78.71,1.596,5.266,normal
2024-01-01 00:07:00,M003,68.43,2.943,5.164,normal
2024-01-01 00:07:10,M004,71.81,2.845,3.06,normal
2024-01-01 00:07:20,M005,67.43,2.789,4.967,normal
2024-01-01 00:07:30,M006,84.06,2.636,7.995,normal
2024-01-01 00:07:40,M007,75.1,1.918,3.546,normal
2024-01-01 00:07:50,M008,75.79,1.023,7.886,normal
2024-01-01 00:08:00,M009,67.44,0.652,3.259,normal
2024-01-01 00:08:10,M010,74.23,2.882,2.927,normal
2024-01-01 00:08:20,M001,82.29,0.739,2.401,normal
2024-01-01 00:08:30,M002,81.37,1.738,5.073,normal
2024-01-01 00:08:40,M003,80.75,2.442,4.603,normal
2024-01-01 00:08:50,M004,79.26,2.277,4.043,normal
2024-01-01 00:09:00,M005,80.82,1.265,5.193,normal
2024-01-01 00:09:10,M006,81.74,2.399,4.963,normal
2024-01-01 00:09:20,M007,78.12,2.432,2.725,normal
2024-01-01 00:09:30,M008,67.95,2.522,5.734,normal
2024-01-01 00:09:40,M009,75.81,0.112,5.245,normal
2024-01-01 00:09:50,M010,66.03,2.803,5.376,normal
2024-01-01 00:10:00,M001,78.32,1.864,6.412,normal
2024-01-01 00:10:10,M002,83.38,0.994,7.24,normal
2024-01-01 00:10:20,M003,75.18,1.184,2.06,normal
2024-01-01 00:10:30,M004,71.22,0.718,2.971,normal
2024-01-01 00:10:40,M005,73.36,0.238,6.337,normal
2024-01-01 00:10:50,M006,81.01,1.835,2.281,normal
2024-01-01 00:11:00,M007,75.64,1.706,3.917,normal
2024-01-01 00:11:10,M008,82.45,2.059,3.969,normal
2024-01-01 00:11:20,M009,80.12,1.866,2.868,normal
2024-01-01 00:11:30,M010,72.37,2.421,2.771,normal
2024-01-01 00:11:40,M001,78.12,0.75,6.648,normal
2024-01-01 00:11:50,M002,69.88,2.097,3.103,normal
2024-01-01 00:12:00,M003,69.04,2.705,4.011,normal
2024-01-01 00:12:10,M004,66.42,2.481,7.495,normal
2024-01-01 00:12:20,M005,69.85,1.557,4.151,normal
2024-01-01 00:12:30,M006,80.93,2.596,6.242,normal
2024-01-01 00:12:40,M007,66.77,1.019,3.166,normal
2024-01-01 00:12:50,M008,78.11,1.917,5.47,normal
2024-01-01 00:13:00,M009,72.22,2.595,6.166,normal
2024-01-01 00:13:10,M010,84.7,2.855,2.736,normal
2024-01-01 00:13:20,M001,76.91,0.499,5.604,normal
2024-01-01 00:13:30,M002,80.77,0.409,3.092,normal
2024-01-01 00:13:40,M003,80.86,1.574,5.283,normal
2024-01-01 00:13:50,M004,73.89,1.27,4.357,normal
2024-01-01 00:14:00,M005,66.44,1.069,4.284,normal
2024-01-01 00:14:10,M006,67.41,1.161,4.76,normal
2024-01-01 00:14:20,M007,73.65,1.205,2.177,normal
2024-01-01 00:14:30,M008,77.91,2.044,7.464,normal
2024-01-01 00:14:40,M009,75.75,1.865,7.081,normal
2024-01-01 00:14:50,M010,80.32,1.136,7.939,normal
2024-01-01 00:15:00,M001,82.82,2.637,7.113,normal
2024-01-01 00:15:10,M002,69.43,1.163,7.154,normal
2024-01-01 00:15:20,M003,72.17,0.104,7.879,normal
2024-01-01 00:15:30,M004,71.04,0.524,6.273,normal
2024-01-01 00:15:40,M005,68.37,0.272,6.919,normal
2024-01-01 00:15:50,M006,76.08,1.54,4.219,normal
2024-01-01 00:16:00,M007,67.85,1.257,5.914,normal
2024-01-01 00:16:10,M008,65.83,0.567,2.874,normal
2024-01-01 00:16:20,M009,66.3,1.949,2.822,normal
2024-01-01 00:16:30,M010,80.05,1.298,6.974,normal
2024-01-01 00:16:40,M001,76.52,1.761,5.011,normal
2024-01-01 00:16:50,M002,83.97,0.346,3.553,normal
2024-01-01 00:17:00,M003,83.49,0.344,4.657,normal
2024-01-01 00:17:10,M004,79.57,2.314,3.151,normal
2024-01-01 00:17:20,M005,82.23,2.921,3.27,normal
2024-01-01 00:17:30,M006,67.95,1.926,6.688,normal
2024-01-01 00:17:40,M007,81.14,0.901,4.096,normal
2024-01-01 00:17:50,M008,78.4,1.092,3.07,normal
2024-01-01 00:18:00,M009,82.26,0.332,3.933,normal
2024-01-01 00:18:10,M010,70.59,2.962,4.55,normal
2024-01-01 00:18:20,M001,80.1,2.594,3.355,normal
2024-01-01 00:18:30,M002,66.14,1.945,4.218,normal
2024-01-01 00:18:40,M003,79.72,0.228,5.854,normal
2024-01-01 00:18:50,M004,68.8,0.625,5.575,normal
2024-01-01 00:19:00,M005,84.06,0.367,4.206,normal
2024-01-01 00:19:10,M006,84.69,2.257,4.023,normal
2024-01-01 00:19:20,M007,73.26,2.623,5.599,normal
2024-01-01 00:19:30,M008,83.49,1.594,6.023,normal
2024-01-01 00:19:40,M009,70.05,2.052,2.767,normal
2024-01-01 00:19:50,M010,77.34,2.32,3.551,normal
2024-01-01 00:20:00,M001,82.35,1.109,6.531,normal
2024-01-01 00:20:10,M002,81.6,2.968,2.015,normal
2024-01-01 00:20:20,M003,72.06,1.434,6.7,normal
2024-01-01 00:20:30,M004,68.97,2.505,6.173,normal
2024-01-01 00:20:40,M005,70.89,0.211,7.696,normal
2024-01-01 00:20:50,M006,65.1,0.396,4.469,normal
2024-01-01 00:21:00,M007,71.75,0.743,4.533,normal
2024-01-01 00:21:10,M008,79.44,0.573,7.829,normal
2024-01-01 00:21:20,M009,74.23,2.91,3.741,normal
2024-01-01 00:21:30,M010,67.8,2.1,4.418,normal
2024-01-01 00:21:40,M001,71.68,1.971,2.596,normal
2024-01-01 00:21:50,M002,70.21,1.693,6.135,normal
2024-01-01 00:22:00,M003,76.79,2.82,5.59,normal
2024-01-01 00:22:10,M004,66.57,1.514,2.403,normal
2024-01-01 00:22:20,M005,79.62,1.543,3.102,normal
2024-01-01 00:22:30,M006,67.72,0.141,6.141,normal
2024-01-01 00:22:40,M007,84.4,2.384,3.306,normal
2024-01-01 00:22:50,M008,80.52,2.346,3.809,normal
2024-01-01 00:23:00,M009,72.15,0.102,3.098,normal
2024-01-01 00:23:10,M010,68.82,1.632,2.562,normal
2024-01-01 00:23:20,M001,77.79,2.199,4.948,normal
2024-01-01 00:23:30,M002,84.25,0.562,4.239,normal
2024-01-01 00:23:40,M003,74.99,2.675,7.842,normal
2024-01-01 00:23:50,M004,75.1,1.176,3.683,normal
2024-01-01 00:24:00,M005,72.03,2.412,7.523,normal
2024-01-01 00:24:10,M006,76.98,1.74,7.628,normal
2024-01-01 00:24:20,M007,84.47,1.74,6.258,normal
2024-01-01 00:24:30,M008,74.01,0.941,3.378,normal
2024-01-01 00:24:40,M009,66.83,1.561,4.773,normal
2024-01-01 00:24:50,M010,75.16,2.863,3.316,normal
2024-01-01 00:25:00,M001,80.17,0.834,4.075,normal
2024-01-01 00:25:10,M002,83.38,2.536,7.615,normal
2024-01-01 00:25:20,M003,79.41,1.278,2.675,normal
2024-01-01 00:25:30,M004,81.6,2.476,3.361,normal
2024-01-01 00:25:40,M005,74.25,2.33,4.017,normal
2024-01-01 00:25:50,M006,66.9,2.42,6.656,normal
2024-01-01 00:26:00,M007,66.11,2.257,3.319,normal
2024-01-01 00:26:10,M008,68.59,1.482,7.465,normal
2024-01-01 00:26:20,M009,73.38,2.518,4.3,normal
2024-01-01 00:26:30,M010,81.84,0.866,3.046,normal
2024-01-01 00:26:40,M001,74.9,2.55,5.579,normal
2024-01-01 00:26:50,M002,72.0,0.36,5.31,normal
2024-01-01 00:27:00,M003,73.03,2.919,2.798,normal
2024-01-01 00:27:10,M004,84.29,1.026,5.829,normal
2024-01-01 00:27:20,M005,73.75,2.14,6.877,normal
2024-01-01 00:27:30,M006,78.69,2.826,4.274,normal
2024-01-01 00:27:40,M007,84.22,1.145,6.572,normal
2024-01-01 00:27:50,M008,78.32,2.755,5.635,normal
2024-01-01 00:28:00,M009,76.05,2.519,7.757,normal
2024-01-01 00:28:10,M010,75.32,0.952,5.911,normal
2024-01-01 00:28:20,M001,78.1,0.114,2.528,normal
2024-01-01 00:28:30,M002,76.2,2.508,7.862,normal
2024-01-01 00:28:40,M003,78.53,2.156,5.651,normal
2024-01-01 00:28:50,M004,76.87,0.241,2.728,normal
2024-01-01 00:29:00,M005,84.5,0.243,4.883,normal
2024-01-01 00:29:10,M006,82.14,0.151,4.557,normal
2024-01-01 00:29:20,M007,66.89,2.515,4.137,normal
2024-01-01 00:29:30,M008,81.55,0.161,2.475,normal
2024-01-01 00:29:40,M009,68.57,2.025,7.252,normal
2024-01-01 00:29:50,M010,70.43,0.376,3.943,normal
2024-01-01 00:30:00,M001,69.05,2.274,2.482,normal
2024-01-01 00:30:10,M002,72.84,0.769,2.539,normal
2024-01-01 00:30:20,M003,72.04,1.324,3.58,normal
2024-01-01 00:30:30,M004,83.04,2.659,3.055,normal
2024-01-01 00:30:40,M005,75.91,0.178,5.526,normal
2024-01-01 00:30:50,M006,71.43,0.45,2.844,normal
2024-01-01 00:31:00,M007,76.56,0.799,2.54,normal
2024-01-01 00:31:10,M008,75.66,0.29,6.446,normal
2024-01-01 00:31:20,M009,84.47,2.205,6.319,normal
2024-01-01 00:31:30,M010,69.05,1.563,6.765,normal
2024-01-01 00:31:40,M001,80.29,2.019,6.522,normal
2024-01-01 00:31:50,M002,66.17,1.827,6.439,normal
2024-01-01 00:32:00,M003,72.58,0.806,2.106,normal
2024-01-01 00:32:10,M004,73.49,2.769,3.321,normal
2024-01-01 00:32:20,M005,83.76,1.106,5.162,normal
2024-01-01 00:32:30,M006,67.22,1.46,6.765,normal
2024-01-01 00:32:40,M007,74.44,0.971,4.036,normal
2024-01-01 00:32:50,M008,70.53,0.546,5.162,normal
2024-01-01 00:33:00,M009,65.03,1.584,2.773,normal
2024-01-01 00:33:10,M010,66.79,0.338,3.714,normal
2024-01-01 00:33:20,M001,72.87,2.284,2.766,normal
2024-01-01 00:33:30,M002,80.54,1.222,6.313,normal
2024-01-01 00:33:40,M003,84.31,2.592,6.475,normal
2024-01-01 00:33:50,M004,74.88,0.145,2.645,normal
2024-01-01 00:34:00,M005,85.0,1.696,4.37,normal
2024-01-01 00:34:10,M006,65.85,1.97,6.833,normal
2024-01-01 00:34:20,M007,65.49,0.945,5.327,normal
2024-01-01 00:34:30,M008,72.59,0.466,3.206,normal
2024-01-01 00:34:40,M009,71.59,1.059,3.459,normal
2024-01-01 00:34:50,M010,70.98,1.5,2.836,normal
2024-01-01 00:35:00,M001,82.62,0.753,6.851,normal
2024-01-01 00:35:10,M002,76.15,2.795,5.063,normal
2024-01-01 00:35:20,M003,72.52,1.226,2.769,normal
2024-01-01 00:35:30,M004,65.5,1.126,6.66,normal
2024-01-01 00:35:40,M005,65.51,2.094,2.099,normal
2024-01-01 00:35:50,M006,67.51,2.941,3.672,normal
2024-01-01 00:36:00,M007,70.04,1.398,3.199,normal
2024-01-01 00:36:10,M008,65.66,2.904,2.235,normal
2024-01-01 00:36:20,M009,68.68,0.649,4.199,normal
2024-01-01 00:36:30,M010,66.02,2.073,7.586,normal
2024-01-01 00:36:40,M001,82.76,2.008,2.376,normal
2024-01-01 00:36:50,M002,76.18,1.73,4.321,normal
2024-01-01 00:37:00,M003,73.34,1.803,2.557,normal
2024-01-01 00:37:10,M004,71.98,0.495,4.053,normal
2024-01-01 00:37:20,M005,82.62,2.968,4.442,normal
2024-01-01 00:37:30,M006,72.01,0.902,5.72,normal
2024-01-01 00:37:40,M007,73.15,2.535,3.749,normal
2024-01-01 00:37:50,M008,66.51,2.727,5.579,normal
2024-01-01 00:38:00,M009,81.99,2.748,5.344,normal
2024-01-01 00:38:10,M010,70.97,0.778,4.354,normal
2024-01-01 00:38:20,M001,78.33,0.593,5.224,normal
2024-01-01 00:38:30,M002,66.78,1.353,6.025,normal
2024-01-01 00:38:40,M003,71.36,0.255,4.051,normal
2024-01-01 00:38:50,M004,67.84,1.124,3.387,normal
2024-01-01 00:39:00,M005,79.99,0.66,6.318,normal
2024-01-01 00:39:10,M006,79.59,2.861,3.27,normal
2024-01-01 00:39:20,M007,79.58,2.891,2.15,normal
2024-01-01 00:39:30,M008,69.36,1.274,4.484,normal
2024-01-01 00:39:40,M009,77.08,2.956,7.372,normal
2024-01-01 00:39:50,M010,66.95,0.3,2.338,normal
2024-01-01 00:40:00,M001,68.53,2.325,5.714,normal
2024-01-01 00:40:10,M002,84.27,0.402,3.273,normal
2024-01-01 00:40:20,M003,75.17,0.763,5.049,normal
2024-01-01 00:40:30,M004,77.91,0.89,5.556,normal
2024-01-01 00:40:40,M005,66.5,0.36,7.44,normal
2024-01-01 00:40:50,M006,69.05,2.38,2.078,normal
2024-01-01 00:41:00,M007,83.27,2.815,7.164,normal
2024-01-01 00:41:10,M008,66.43,1.282,4.24,normal
2024-01-01 00:41:20,M009,75.67,1.15,3.246,normal
2024-01-01 00:41:30,M010,81.62,0.774,3.231,normal
2024-01-01 00:41:40,M001,82.6,0.175,5.232,normal
2024-01-01 00:41:50,M002,70.33,0.406,6.582,normal
2024-01-01 00:42:00,M003,66.58,0.355,5.962,normal
2024-01-01 00:42:10,M004,70.11,2.837,7.69,normal
2024-01-01 00:42:20,M005,76.79,2.578,2.933,normal
2024-01-01 00:42:30,M006,77.5,2.186,3.244,normal
2024-01-01 00:42:40,M007,78.01,1.735,4.081,normal
2024-01-01 00:42:50,M008,71.58,2.842,7.315,normal
2024-01-01 00:43:00,M009,75.13,1.29,5.583,normal
2024-01-01 00:43:10,M010,71.23,1.857,5.113,normal
2024-01-01 00:43:20,M001,82.83,1.394,6.994,normal
2024-01-01 00:43:30,M002,65.28,2.778,3.302,normal
2024-01-01 00:43:40,M003,71.51,0.876,5.375,normal
2024-01-01 00:43:50,M004,80.19,2.114,3.406,normal
2024-01-01 00:44:00,M005,84.97,1.971,5.074,normal
2024-01-01 00:44:10,M006,72.4,1.212,3.079,normal
2024-01-01 00:44:20,M007,71.58,1.998,6.35,normal
2024-01-01 00:44:30,M008,79.83,1.593,5.973,normal
2024-01-01 00:44:40,M009,82.22,0.179,3.655,normal
2024-01-01 00:44:50,M010,75.65,2.24,6.43,normal
2024-01-01 00:45:00,M001,81.53,0.69,3.092,normal
2024-01-01 00:45:10,M002,82.66,2.329,5.201,normal
2024-01-01 00:45:20,M003,71.6,0.767,4.238,normal
2024-01-01 00:45:30,M004,70.91,1.42,7.814,normal
2024-01-01 00:45:40,M005,67.08,0.899,5.121,normal
2024-01-01 00:45:50,M006,67.58,0.447,7.275,normal
2024-01-01 00:46:00,M007,75.92,0.194,2.449,normal
2024-01-01 00:46:10,M008,67.12,2.797,5.837,normal
2024-01-01 00:46:20,M009,79.68,0.457,6.596,normal
2024-01-01 00:46:30,M010,74.33,1.526,5.366,normal
2024-01-01 00:46:40,M001,82.26,0.337,7.169,normal
2024-01-01 00:46:50,M002,78.33,2.645,7.614,normal
2024-01-01 00:47:00,M003,72.38,1.726,6.507,normal
2024-01-01 00:47:10,M004,69.62,0.84,5.173,normal
2024-01-01 00:47:20,M005,72.5,2.891,4.318,normal
2024-01-01 00:47:30,M006,74.01,1.299,3.295,normal
2024-01-01 00:47:40,M007,80.41,0.887,2.853,normal
2024-01-01 00:47:50,M008,71.31,2.542,3.883,normal
2024-01-01 00:48:00,M009,68.33,2.4,5.84,normal
2024-01-01 00:48:10,M010,76.73,1.063,3.764,normal
2024-01-01 00:48:20,M001,72.79,0.786,7.89,normal
2024-01-01 00:48:30,M002,72.65,2.979,3.948,normal
2024-01-01 00:48:40,M003,72.01,2.071,3.668,normal
2024-01-01 00:48:50,M004,75.28,1.715,7.629,normal
2024-01-01 00:49:00,M005,74.18,1.764,5.07,normal
2024-01-01 00:49:10,M006,83.59,0.342,7.093,normal
2024-01-01 00:49:20,M007,70.51,2.64,6.089,normal
2024-01-01 00:49:30,M008,71.23,1.631,4.151,normal
2024-01-01 00:49:40,M009,71.29,2.189,2.894,normal
2024-01-01 00:49:50,M010,83.57,0.601,5.303,normal
2024-01-01 00:50:00,M001,65.61,2.922,5.909,normal
2024-01-01 00:50:10,M002,66.13,1.506,3.281,normal
2024-01-01 00:50:20,M003,82.76,2.186,7.399,normal
2024-01-01 00:50:30,M004,69.44,0.735,7.164,normal
2024-01-01 00:50:40,M005,77.02,2.045,7.444,normal
2024-01-01 00:50:50,M006,73.12,0.408,6.857,normal
2024-01-01 00:51:00,M007,68.85,2.899,4.256,normal
2024-01-01 00:51:10,M008,82.32,1.938,6.44,normal
2024-01-01 00:51:20,M009,75.22,0.636,2.076,normal
2024-01-01 00:51:30,M010,76.28,2.475,3.544,normal
2024-01-01 00:51:40,M001,65.27,2.575,6.666,normal
2024-01-01 00:51:50,M002,76.49,1.21,6.659,normal
2024-01-01 00:52:00,M003,67.54,2.756,3.574,normal
2024-01-01 00:52:10,M004,83.26,2.956,2.342,normal
2024-01-01 00:52:20,M005,74.02,1.679,2.814,normal
2024-01-01 00:52:30,M006,84.3,1.769,4.27,normal
2024-01-01 00:52:40,M007,72.05,0.303,7.448,normal
2024-01-01 00:52:50,M008,74.27,1.784,3.661,normal
2024-01-01 00:53:00,M009,65.36,0.562,3.394,normal
2024-01-01 00:53:10,M010,65.29,2.257,2.136,normal
2024-01-01 00:53:20,M001,78.39,1.332,3.221,normal
2024-01-01 00:53:30,M002,65.06,1.588,2.829,normal
2024-01-01 00:53:40,M003,84.06,2.688,4.072,normal
2024-01-01 00:53:50,M004,84.39,1.896,5.535,normal
2024-01-01 00:54:00,M005,69.72,1.547,7.841,normal
2024-01-01 00:54:10,M006,81.23,0.563,7.483,normal
2024-01-01 00:54:20,M007,81.99,2.892,7.174,normal
2024-01-01 00:54:30,M008,67.64,1.022,5.333,normal
2024-01-01 00:54:40,M009,81.27,2.928,4.922,normal
2024-01-01 00:54:50,M010,82.27,2.743,6.297,normal
2024-01-01 00:55:00,M001,72.43,0.131,2.592,normal
2024-01-01 00:55:10,M002,78.87,0.863,5.812,normal
2024-01-01 00:55:20,M003,70.33,0.627,3.085,normal
2024-01-01 00:55:30,M004,76.5,1.691,5.727,normal
2024-01-01 00:55:40,M005,76.2,0.493,3.192,normal
2024-01-01 00:55:50,M006,67.42,1.415,2.657,normal
2024-01-01 00:56:00,M007,83.62,2.446,2.256,normal
2024-01-01 00:56:10,M008,83.78,2.546,4.422,normal
2024-01-01 00:56:20,M009,83.95,2.287,4.351,normal
2024-01-01 00:56:30,M010,75.72,1.554,7.208,normal
2024-01-01 00:56:40,M001,70.02,1.842,5.466,normal
2024-01-01 00:56:50,M002,79.79,2.228,6.56,normal
2024-01-01 00:57:00,M003,78.23,0.947,4.344,normal
2024-01-01 00:57:10,M004,82.51,0.474,3.51,normal
2024-01-01 00:57:20,M005,82.04,0.602,6.297,normal
2024-01-01 00:57:30,M006,70.57,1.217,4.802,normal
2024-01-01 00:57:40,M007,76.68,0.162,5.759,normal
2024-01-01 00:57:50,M008,73.78,2.586,5.941,normal
2024-01-01 00:58:00,M009,83.59,2.034,2.302,normal
2024-01-01 00:58:10,M010,73.18,1.17,5.458,normal
2024-01-01 00:58:20,M001,66.27,1.119,7.003,normal
2024-01-01 00:58:30,M002,74.8,1.335,5.618,normal
2024-01-01 00:58:40,M003,69.61,1.535,4.871,normal
2024-01-01 00:58:50,M004,65.21,1.195,6.962,normal
2024-01-01 00:59:00,M005,83.24,2.95,5.105,normal
2024-01-01 00:59:10,M006,78.45,0.201,4.04,normal
2024-01-01 00:59:20,M007,67.34,2.085,2.957,normal
2024-01-01 00:59:30,M008,72.59,1.814,3.868,normal
2024-01-01 00:59:40,M009,70.57,1.223,4.012,normal
2024-01-01 00:59:50,M010,81.33,0.178,4.387,normal
2024-01-01 01:00:00,M001,78.93,2.223,3.783,normal
2024-01-01 01:00:10,M002,67.2,0.189,6.387,normal
2024-01-01 01:00:20,M003,65.13,2.181,3.343,normal
2024-01-01 01:00:30,M004,81.4,2.0,6.332,normal
2024-01-01 01:00:40,M005,83.66,0.92,3.272,normal
2024-01-01 01:00:50,M006,84.24,0.624,7.779,normal
2024-01-01 01:01:00,M007,67.38,1.666,5.128,normal
2024-01-01 01:01:10,M008,72.82,0.985,4.411,normal
2024-01-01 01:01:20,M009,67.45,2.413,4.403,normal
2024-01-01 01:01:30,M010,83.69,0.776,5.248,normal
2024-01-01 01:01:40,M001,74.04,2.845,6.228,normal
2024-01-01 01:01:50,M002,83.2,0.373,3.567,normal
2024-01-01 01:02:00,M003,74.08,0.812,6.488,normal
2024-01-01 01:02:10,M004,66.82,1.515,3.659,normal
2024-01-01 01:02:20,M005,72.15,1.453,6.255,normal
2024-01-01 01:02:30,M006,84.43,2.67,2.314,normal
2024-01-01 01:02:40,M007,82.53,0.158,4.985,normal
2024-01-01 01:02:50,M008,75.28,2.403,3.279,normal
2024-01-01 01:03:00,M009,71.58,0.535,6.707,normal
2024-01-01 01:03:10,M010,68.28,0.748,2.304,normal
2024-01-01 01:03:20,M001,67.76,0.3,4.863,normal
2024-01-01 01:03:30,M002,68.11,2.008,7.663,normal
2024-01-01 01:03:40,M003,75.64,1.296,5.188,normal
2024-01-01 01:03:50,M004,78.99,0.846,3.843,normal
2024-01-01 01:04:00,M005,70.93,2.53,6.895,normal
2024-01-01 01:04:10,M006,84.68,2.84,6.314,normal
2024-01-01 01:04:20,M007,74.34,1.63,2.006,normal
2024-01-01 01:04:30,M008,76.91,2.422,2.181,normal
2024-01-01 01:04:40,M009,75.72,0.324,2.835,normal
2024-01-01 01:04:50,M010,80.42,2.094,4.159,normal
2024-01-01 01:05:00,M001,83.71,1.43,3.579,normal
2024-01-01 01:05:10,M002,81.95,2.236,2.412,normal
2024-01-01 01:05:20,M003,75.3,0.475,4.321,normal
2024-01-01 01:05:30,M004,83.77,2.767,2.62,normal
2024-01-01 01:05:40,M005,73.37,2.652,6.225,normal
2024-01-01 01:05:50,M006,66.48,1.196,5.625,normal
2024-01-01 01:06:00,M007,67.65,0.436,4.316,normal
2024-01-01 01:06:10,M008,84.04,1.032,3.839,normal
2024-01-01 01:06:20,M009,83.8,2.407,3.504,normal
2024-01-01 01:06:30,M010,83.27,0.32,2.734,normal
2024-01-01 01:06:40,M001,80.03,1.503,3.906,normal
2024-01-01 01:06:50,M002,78.59,0.287,2.427,normal
2024-01-01 01:07:00,M003,81.75,2.417,4.899,normal
2024-01-01 01:07:10,M004,73.91,0.235,7.745,normal
2024-01-01 01:07:20,M005,75.95,2.018,6.892,normal
2024-01-01 01:07:30,M006,82.97,1.037,7.662,normal
2024-01-01 01:07:40,M007,66.14,2.78,3.626,normal
2024-01-01 01:07:50,M008,76.27,0.928,4.505,normal
2024-01-01 01:08:00,M009,72.62,1.62,6.382,normal
2024-01-01 01:08:10,M010,76.11,1.817,4.003,normal
2024-01-01 01:08:20,M001,84.15,2.501,2.774,normal
2024-01-01 01:08:30,M002,80.71,2.469,5.072,normal
2024-01-01 01:08:40,M003,74.53,1.172,7.748,normal
2024-01-01 01:08:50,M004,78.62,0.213,6.611,normal
2024-01-01 01:09:00,M005,76.26,2.274,3.785,normal
2024-01-01 01:09:10,M006,68.94,2.442,3.777,normal
2024-01-01 01:09:20,M007,74.12,2.071,2.204,normal
2024-01-01 01:09:30,M008,67.22,1.105,6.103,normal
2024-01-01 01:09:40,M009,74.13,2.61,2.221,normal
2024-01-01 01:09:50,M010,73.79,2.998,4.96,normal
2024-01-01 01:10:00,M001,78.97,1.142,7.176,normal
2024-01-01 01:10:10,M002,70.39,2.117,5.73,normal
2024-01-01 01:10:20,M003,72.86,2.095,5.497,normal
2024-01-01 01:10:30,M004,73.23,0.803,2.805,normal
2024-01-01 01:10:40,M005,68.43,1.163,2.593,normal
2024-01-01 01:10:50,M006,79.65,2.497,5.081,normal
2024-01-01 01:11:00,M007,78.39,2.115,7.787,normal
2024-01-01 01:11:10,M008,73.02,2.659,3.994,normal
2024-01-01 01:11:20,M009,68.17,2.946,4.58,normal
2024-01-01 01:11:30,M010,80.75,1.312,4.087,normal
2024-01-01 01:11:40,M001,78.86,2.168,3.607,normal
2024-01-01 01:11:50,M002,78.28,2.712,3.039,normal
2024-01-01 01:12:00,M003,83.91,2.641,5.525,normal
2024-01-01 01:12:10,M004,81.07,1.557,2.203,normal
2024-01-01 01:12:20,M005,82.97,1.18,4.886,normal
2024-01-01 01:12:30,M006,80.21,2.747,4.194,normal
2024-01-01 01:12:40,M007,79.91,2.804,3.134,normal
2024-01-01 01:12:50,M008,80.17,2.717,5.307,normal
2024-01-01 01:13:00,M009,83.91,1.868,4.556,normal
2024-01-01 01:13:10,M010,75.5,1.414,2.144,normal
2024-01-01 01:13:20,M001,73.21,2.245,5.551,normal
2024-01-01 01:13:30,M002,84.22,1.614,3.779,normal
2024-01-01 01:13:40,M003,84.38,1.208,5.446,normal
2024-01-01 01:13:50,M004,82.45,1.544,6.862,normal
2024-01-01 01:14:00,M005,76.49,1.808,2.392,normal
2024-01-01 01:14:10,M006,77.53,1.098,5.592,normal
2024-01-01 01:14:20,M007,73.97,0.22,3.409,normal
2024-01-01 01:14:30,M008,69.21,2.31,4.524,normal
2024-01-01 01:14:40,M009,67.02,1.68,2.872,normal
2024-01-01 01:14:50,M010,65.25,0.245,6.762,normal
