transaction_id,store_id,product_id,category,amount,timestamp,payment_method
TXN0000034,29,82,Electronics,177.96,2023-12-26 02:39:43.415732145,card
TXN0000035,4,148,Toys,400.11,2024-05-07 00:44:47.697422504,card
TXN0000036,33,51,Furniture,210.69,2024-04-18 22:21:46.880070448,wallet
TXN0000037,4,33,Food,199.53,2024-10-24 14:00:35.350497007,upi
TXN0000038,49,109,Beauty,423.15,2024-10-05 04:02:25.464532614,wallet
TXN0000039,8,137,Furniture,479.6,2023-05-25 17:15:19.581243992,card
TXN0000040,2,47,Sports,487.74,2023-11-17 14:28:06.199733734,wallet
TXN0000041,13,125,Clothing,202.87,2024-01-15 21:18:59.775306225,upi
TXN0000042,26,11,Furniture,182.74,2024-10-22 15:09:17.103084564,wallet
TXN0000043,19,94,Toys,157.17,2024-03-06 02:34:44.139551878,card
TXN0000044,47,179,Electronics,388.07,2023-06-05 02:17:06.503526210,wallet
TXN0000045,38,144,Electronics,305.33,2023-08-22 21:29:10.560273170,card
TXN0000046,5,23,Books,325.94,2023-07-27 17:23:23.226149082,card
TXN0000047,35,137,Furniture,412.43,2024-11-30 08:32:15.304410696,wallet
TXN0000048,47,190,Sports,478.59,2023-09-13 14:40:00.033077955,cash
TXN0000049,43,32,Food,343.99,2024-02-10 05:41:42.985657692,upi
TXN0000050,15,106,Electronics,475.44,2024-09-21 18:11:21.180306435,upi
TXN0000051,34,95,Furniture,65.19,2023-10-14 20:58:01.846068382,card
TXN0000052,37,59,Automotive,15.92,2024-03-17 06:12:43.702463627,cash
TXN0000053,18,193,Furniture,294.21,2024-05-09 10:59:35.064184904,cash
TXN0000054,44,134,Electronics,223.16,2023-10-11 00:30:05.954632998,wallet
TXN0000055,23,124,Sports,133.05,2024-05-16 04:13:14.099239588,wallet
TXN0000056,11,69,Furniture,355.92,2024-10-31 08:52:38.173896074,upi
TXN0000057,2,138,Automotive,364.11,2024-09-07 14:27:35.966670275,cash
TXN0000058,22,166,Food,344.0,2024-02-25 03:41:50.728572607,wallet
TXN0000059,12,126,Books,80.94,2023-10-08 09:31:35.535421610,card
TXN0000060,32,88,Food,409.49,2023-02-02 21:47:19.388961315,card
TXN0000061,50,14,Automotive,370.99,2024-07-19 11:17:07.083775759,cash
TXN0000062,39,9,Sports,273.29,2024-09-05 23:14:17.677707672,card
TXN0000063,16,125,Books,477.77,2023-03-17 05:35:09.381204128,upi
TXN0000064,32,88,Toys,187.2,2024-04-18 17:16:25.822462082,upi
TXN0000065,11,99,Books,421.97,2023-03-24 16:53:00.663242817,upi
TXN0000066,49,199,Books,198.78,2023-03-22 12:51:20.988878489,cash
TXN0000067,32,188,Beauty,51.74,2023-04-26 01:51:42.410224676,wallet
TXN0000068,10,35,Toys,24.76,2023-12-16 14:57:29.582389593,cash
TXN0000069,1,17,Automotive,99.16,2023-08-11 12:44:29.833609343,cash
TXN0000070,29,21,Sports,366.0,2023-08-13 04:45:53.773343563,upi
TXN0000071,6,55,Books,346.45,2024-05-01 00:39:54.214349270,cash
TXN0000072,31,196,Clothing,457.35,2023-11-26 00:45:32.285333872,card
TXN0000073,15,3,Automotive,77.93,2023-03-18 13:21:46.918821812,upi
TXN0000074,37,43,Automotive,479.69,2024-02-02 10:35:52.492272139,wallet
TXN0000075,8,80,Beauty,125.18,2024-03-10 01:30:07.157620192,wallet
TXN0000076,37,141,Clothing,67.2,2023-05-08 15:58:51.118445396,wallet
TXN0000077,27,93,Electronics,364.6,2023-11-10 20:58:46.187692642,upi
TXN0000078,27,98,Clothing,300.36,2024-03-19 17:00:04.519840717,upi
TXN0000079,8,1,Clothing,445.53,2023-03-07 20:30:26.328055143,card
TXN0000080,43,91,Books,435.53,2023-06-26 17:08:29.046205759,upi
TXN0000081,14,127,Books,460.62,2023-03-27 22:32:45.677567005,wallet
TXN0000082,50,199,Beauty,204.38,2024-05-16 10:41:41.781298399,upi
TXN0000083,26,87,Toys,376.26,2024-02-09 08:54:43.279958725,cash
TXN0000084,45,105,Furniture,95.72,2023-05-19 10:43:32.464773655,cash
TXN0000085,49,185,Beauty,273.87,2024-01-10 00:29:15.037175894,card
TXN0000086,39,115,Books,403.7,2023-11-10 06:01:45.743736744,upi
TXN0000087,45,67,Health,152.19,2024-05-17 22:47:26.622683287,cash
TXN0000088,36,65,Health,466.47,2024-05-17 13:03:50.057795048,wallet
TXN0000089,15,86,Toys,90.14,2024-12-22 06:01:56.165050030,upi
TXN0000090,7,108,Food,238.73,2024-11-17 06:16:18.853802204,upi
TXN0000091,47,52,Toys,47.63,2023-05-12 14:39:13.512512922,card
TXN0000092,46,182,Furniture,270.73,2023-08-11 01:39:18.137898922,cash
TXN0000093,49,128,Electronics,122.3,2024-05-03 15:11:31.398783207,cash
TXN0000094,48,36,Automotive,131.16,2024-12-12 18:33:23.255476951,upi
TXN0000095,46,195,Electronics,1.02,2024-11-15 05:15:29.112075806,cash
TXN0000096,40,169,Electronics,428.94,2024-11-07 19:39:02.552802801,wallet
TXN0000097,10,25,Electronics,485.07,2023-03-10 19:47:59.279742956,cash
TXN0000098,23,25,Electronics,260.82,2023-12-02 22:37:41.588614941,cash
TXN0000099,22,177,Beauty,172.28,2023-09-23 16:23:39.225302219,cash
TXN0000100,33,66,Furniture,441.92,2023-12-12 00:23:19.816059589,card
TXN0000101,3,45,Food,300.52,2024-04-12 09:20:00.142578125,wallet
TXN0000102,16,60,Food,330.03,2024-11-13 11:08:48.494117975,upi
TXN0000103,28,154,Sports,255.55,2024-05-03 11:53:26.753440142,upi
TXN0000104,35,134,Automotive,15.53,2023-03-20 12:59:23.752754688,upi
TXN0000105,10,21,Food,288.66,2024-01-06 12:38:00.009626389,cash
TXN0000106,38,37,Electronics,72.71,2023-11-11 01:28:49.929762602,upi
TXN0000107,14,121,Electronics,454.98,2023-10-23 11:52:04.735743284,wallet
TXN0000108,15,109,Toys,72.56,2024-02-15 13:41:26.222864389,cash
TXN0000109,26,128,Beauty,314.73,2023-07-21 19:10:28.501270294,cash
TXN0000110,16,141,Sports,459.36,2023-03-08 04:07:03.392706156,cash
TXN0000111,4,129,Beauty,285.92,2023-07-29 19:49:02.475855589,cash
TXN0000112,19,183,Food,486.1,2024-03-20 04:51:41.840919733,wallet
TXN0000113,14,39,Sports,126.93,2023-12-17 21:40:31.883679390,card
TXN0000114,27,172,Furniture,209.44,2024-11-05 04:35:23.810859442,cash
TXN0000115,16,93,Clothing,384.96,2024-10-06 01:17:52.713253498,upi
TXN0000116,40,61,Electronics,351.06,2023-03-12 07:10:02.472378492,cash
TXN0000117,37,170,Toys,389.52,2023-09-22 09:07:55.453402281,cash
TXN0000118,4,33,Books,329.14,2023-04-02 21:13:30.840300322,cash
TXN0000119,17,69,Sports,125.24,2023-10-18 12:56:00.154916525,cash
TXN0000120,46,64,Books,277.7,2023-02-13 22:18:00.030410290,wallet
TXN0000121,20,35,Books,292.03,2024-09-17 08:35:13.460376501,wallet
TXN0000122,23,185,Beauty,117.34,2023-07-28 04:58:31.029121637,cash
TXN0000123,40,88,Electronics,84.6,2024-05-30 02:22:48.496598482,wallet
TXN0000124,47,194,Toys,451.28,2023-12-13 08:08:29.498433590,wallet
TXN0000125,21,151,Beauty,305.37,2024-03-09 11:56:36.046327114,upi
TXN0000126,41,100,Clothing,30.87,2024-01-11 03:15:02.184607506,upi
TXN0000127,27,176,Furniture,94.23,2024-02-09 08:34:09.840704203,wallet
TXN0000128,17,35,Clothing,102.4,2024-10-05 12:56:38.861271858,upi
TXN0000129,6,91,Electronics,488.02,2024-02-11 01:36:09.832713127,wallet
TXN0000130,11,14,Toys,178.56,2024-11-16 16:06:32.912768364,wallet
TXN0000131,36,61,Food,101.84,2023-01-25 07:59:05.691311598,card
TXN0000132,48,62,Books,357.11,2023-12-16 01:20:23.887217045,cash
TXN0000133,24,61,Sports,10.13,2023-06-03 23:39:00.693056345,wallet
TXN0000134,5,65,Clothing,422.96,2023-07-24 14:10:05.480576754,card
TXN0000135,21,6,Food,455.25,2023-12-03 20:48:51.800227642,wallet
TXN0000136,28,66,Food,332.11,2023-04-05 02:19:42.388137817,upi
TXN0000137,37,30,Automotive,302.56,2023-07-28 09:12:42.971842051,wallet
TXN0000138,13,49,Food,79.86,2023-02-25 09:50:07.123067617,cash
TXN0000139,20,120,Electronics,256.85,2023-10-27 20:04:31.285314083,wallet
TXN0000140,39,181,Sports,57.92,2023-09-03 12:20:34.570777893,wallet
TXN0000141,34,185,Books,434.61,2024-07-18 17:39:24.689031363,upi
TXN0000142,12,113,Food,177.7,2023-06-14 09:52:26.147077560,card
TXN0000143,17,44,Electronics,430.96,2023-09-07 12:36:07.641863346,wallet
TXN0000144,22,55,Books,354.41,2024-01-24 11:56:09.937502146,upi
TXN0000145,38,60,Sports,170.7,2024-05-01 02:18:59.441205263,card
TXN0000146,6,150,Clothing,220.57,2023-01-01 12:36:43.828483820,wallet
TXN0000147,40,86,Beauty,157.68,2024-09-28 07:12:05.970273256,cash
TXN0000148,45,8,Books,408.35,2023-05-27 18:45:16.585753202,cash
TXN0000149,1,135,Electronics,396.8,2023-12-26 20:47:45.394264698,wallet
TXN0000150,24,191,Toys,71.59,2024-05-14 04:02:45.075454473,card
TXN0000151,2,31,Automotive,438.96,2023-06-07 20:56:03.380094767,cash
TXN0000152,35,113,Health,50.9,2023-03-29 05:29:04.129326105,upi
TXN0000153,21,109,Books,291.02,2023-02-16 04:32:59.288061857,card
TXN0000154,41,126,Health,26.26,2023-04-24 07:20:45.221192122,cash
TXN0000155,18,70,Electronics,59.52,2024-06-03 00:05:36.785400391,cash
TXN0000156,32,108,Automotive,7.88,2024-11-15 10:26:46.850589752,wallet
TXN0000157,39,169,Toys,247.87,2023-01-19 10:03:58.741467714,wallet
TXN0000158,43,117,Food,415.8,2024-04-02 04:27:15.137715816,cash
TXN0000159,35,184,Electronics,335.96,2024-01-14 22:38:38.739241838,upi
TXN0000160,11,70,Electronics,172.07,2024-04-04 13:14:39.833754301,wallet
TXN0000161,45,72,Books,163.04,2024-06-01 18:50:07.900895596,upi
TXN0000162,25,111,Beauty,94.89,2023-06-13 05:48:26.107727289,wallet
TXN0000163,50,62,Electronics,173.33,2024-01-14 06:19:02.920118570,card
TXN0000164,14,167,Furniture,6.73,2023-08-21 17:36:01.580574989,wallet
TXN0000165,15,163,Toys,105.26,2024-01-08 17:52:38.204752207,cash
TXN0000166,22,129,Health,215.43,2024-11-20 05:39:55.570928335,cash
TXN0000167,15,111,Electronics,289.64,2023-10-26 19:16:16.981801987,wallet
TXN0000168,9,137,Sports,32.33,2024-06-24 06:40:18.710052490,upi
TXN0000169,2,109,Books,79.11,2024-12-08 18:01:45.464163542,upi
TXN0000170,32,126,Sports,463.28,2024-02-21 13:05:20.635502815,cash
TXN0000171,36,179,Beauty,133.65,2023-02-23 09:15:45.063253403,upi
TXN0000172,19,112,Automotive,378.32,2023-12-18 05:44:12.433588028,cash
TXN0000173,38,197,Books,459.2,2024-05-09 04:40:35.034324646,wallet
TXN0000174,23,194,Sports,205.87,2024-05-25 20:34:43.072980165,cash
TXN0000175,39,104,Sports,174.9,2024-06-15 03:29:20.993608713,cash
TXN0000176,1,83,Books,439.75,2024-02-17 02:50:12.919052601,card
TXN0000177,11,69,Health,16.39,2024-08-02 19:09:41.323600054,wallet
TXN0000178,5,125,Automotive,235.56,2023-06-23 00:54:30.534077644,card
TXN0000179,10,81,Furniture,245.2,2023-11-07 16:13:43.060866833,cash
TXN0000180,32,175,Books,58.48,2023-10-03 06:48:37.470393419,wallet
TXN0000181,32,84,Clothing,199.51,2024-11-21 09:04:30.068390131,cash
TXN0000182,26,152,Automotive,253.38,2024-01-05 06:08:35.979399443,wallet
TXN0000183,29,115,Sports,246.62,2024-06-05 22:59:20.572204113,upi
TXN0000184,40,133,Beauty,472.58,2024-08-19 23:34:10.767120123,cash
TXN0000185,47,56,Books,290.25,2024-07-16 05:18:02.928156614,upi
TXN0000186,2,173,Furniture,444.55,2023-02-18 19:23:04.935356140,upi
TXN0000187,42,139,Furniture,379.61,2024-07-21 17:39:15.309603214,wallet
TXN0000188,7,34,Automotive,94.46,2023-06-23 06:40:50.401916504,upi
TXN0000189,26,30,Books,195.3,2024-09-09 12:30:01.321362257,card
TXN0000190,28,46,Electronics,122.22,2023-04-22 22:37:42.897758722,cash
TXN0000191,46,65,Beauty,369.6,2023-01-09 10:19:12.370291471,wallet
TXN0000192,30,46,Clothing,170.99,2024-03-26 01:51:00.991883039,wallet
TXN0000193,15,143,Clothing,479.69,2024-05-22 11:57:13.589761734,cash
TXN0000194,21,53,Clothing,76.82,2024-01-01 18:51:03.992978096,wallet
TXN0000195,26,26,Health,142.42,2023-08-02 15:36:05.109764338,wallet
TXN0000196,50,154,Health,361.66,2024-05-11 22:11:48.851314783,card
TXN0000197,38,13,Clothing,139.47,2023-04-07 07:33:46.971971989,card
TXN0000198,6,99,Books,42.29,2023-11-02 07:13:40.374997377,upi
TXN0000199,23,198,Toys,67.43,2023-02-03 14:51:10.163108110,wallet
TXN0000200,19,93,Books,346.66,2024-02-05 01:03:21.335556269,upi
TXN0000201,21,41,Furniture,174.52,2023-01-26 18:01:22.119774580,cash
TXN0000202,13,117,Health,489.01,2024-01-30 02:57:25.268788576,wallet
TXN0000203,15,122,Books,140.91,2023-01-09 06:34:20.196139097,cash
TXN0000204,18,154,Clothing,272.53,2024-05-30 14:49:17.281260252,wallet
TXN0000205,31,118,Automotive,184.15,2023-06-15 02:52:44.335103750,wallet
TXN0000206,30,113,Furniture,106.14,2024-02-21 00:20:19.622220993,wallet
TXN0000207,8,71,Clothing,499.81,2024-04-05 12:25:48.643227100,card
TXN0000208,3,121,Electronics,473.38,2023-05-05 14:13:36.795111179,card
TXN0000209,24,192,Health,194.32,2023-06-27 22:41:05.167795181,wallet
TXN0000210,14,188,Electronics,22.64,2023-09-07 07:11:30.597327948,wallet
TXN0000211,11,163,Clothing,292.88,2024-02-23 06:09:25.864726543,cash
TXN0000212,44,94,Beauty,177.72,2023-05-08 20:01:25.461138010,upi
TXN0000213,37,122,Sports,47.35,2024-10-22 03:53:44.749920845,cash
TXN0000214,45,198,Automotive,401.94,2023-03-22 19:47:15.804750204,upi
TXN0000215,9,199,Beauty,491.43,2024-10-06 18:55:29.086621046,upi
TXN0000216,1,14,Beauty,495.28,2024-04-07 02:10:29.098958492,card
TXN0000217,40,200,Beauty,462.96,2024-04-01 03:20:49.224478722,upi
TXN0000218,24,108,Health,358.16,2023-07-21 22:23:56.235140562,wallet
TXN0000219,14,5,Electronics,483.06,2024-11-06 08:21:43.713076830,cash
TXN0000220,18,89,Health,141.41,2024-03-31 16:38:59.131460427,cash
TXN0000221,25,60,Clothing,286.72,2024-10-11 15:34:33.788105965,card
TXN0000222,24,58,Books,141.69,2023-09-01 21:18:31.104119778,upi
TXN0000223,44,184,Beauty,9.46,2023-11-14 02:34:31.203579903,cash
TXN0000224,45,92,Health,395.2,2023-10-15 15:28:32.810698271,cash
TXN0000225,8,122,Sports,371.0,2023-10-06 05:07:50.130994320,upi
TXN0000226,39,85,Sports,161.28,2023-04-09 21:35:57.072252035,wallet
TXN0000227,6,102,Books,389.48,2023-09-10 05:14:20.346854448,card
TXN0000228,35,10,Automotive,190.75,2024-09-13 16:50:56.058917999,cash
TXN0000229,14,36,Health,42.88,2023-08-09 13:53:52.846248388,upi
TXN0000230,15,188,Furniture,432.59,2024-12-21 07:51:36.846681356,wallet
TXN0000231,47,192,Furniture,147.95,2023-11-20 02:09:32.519310236,upi
TXN0000232,47,109,Food,331.64,2023-04-16 18:16:16.129869699,upi
TXN0000233,33,50,Electronics,247.39,2024-10-26 14:39:02.482153893,wallet
TXN0000234,29,7,Health,496.2,2024-11-06 04:54:01.441918612,card
TXN0000235,3,2,Beauty,406.83,2023-09-08 15:11:52.076867104,upi
TXN0000236,46,127,Books,21.04,2024-01-03 19:36:27.700133324,wallet
TXN0000237,19,26,Clothing,298.5,2023-12-24 03:23:05.557558775,upi
TXN0000238,34,157,Toys,486.75,2024-06-23 22:59:39.190172195,upi
TXN0000239,42,67,Beauty,188.81,2023-12-14 17:26:22.860351801,cash
TXN0000240,13,45,Food,9.56,2023-02-06 22:07:43.052468061,card
TXN0000241,11,35,Clothing,393.95,2024-10-11 00:50:20.046641827,upi
TXN0000242,31,171,Books,150.78,2024-04-21 06:25:42.221331358,card
TXN0000243,22,155,Electronics,156.86,2024-12-10 03:52:40.679121017,wallet
TXN0000244,12,17,Health,164.61,2023-04-29 04:00:53.607413292,card
TXN0000245,8,100,Toys,262.33,2024-11-16 14:41:09.220883608,upi
TXN0000246,23,83,Automotive,483.89,2023-10-20 04:13:46.044787645,wallet
TXN0000247,17,72,Toys,316.53,2023-08-06 01:08:40.381416798,upi
TXN0000248,16,54,Automotive,119.84,2023-12-31 16:08:36.570463657,wallet
TXN0000249,17,157,Books,134.1,2023-09-04 10:40:37.947331190,wallet
TXN0000250,46,32,Food,58.96,2024-02-24 15:31:50.294092655,upi
TXN0000251,42,78,Clothing,385.09,2023-12-28 12:22:01.980911732,cash
TXN0000252,43,110,Food,362.96,2023-11-15 01:55:25.433624268,upi
TXN0000253,45,96,Books,40.52,2023-06-27 01:02:55.383661509,upi
TXN0000254,37,47,Food,17.85,2024-07-06 21:21:53.214803219,upi
TXN0000255,32,94,Electronics,132.73,2023-01-17 22:54:49.465329647,card
TXN0000256,18,4,Toys,432.7,2024-03-16 18:39:20.182387829,upi
TXN0000257,23,14,Automotive,454.82,2024-06-03 07:56:45.781261683,card
TXN0000258,20,20,Sports,199.19,2024-06-13 15:46:49.217773199,card
TXN0000259,17,103,Toys,356.37,2023-12-31 18:08:14.381815195,wallet
TXN0000260,5,71,Health,89.66,2023-11-14 22:06:23.530553818,wallet
TXN0000261,38,56,Health,47.0,2023-04-22 05:04:08.748704910,cash
TXN0000262,20,160,Furniture,433.75,2024-05-21 01:40:22.997400284,wallet
TXN0000263,27,159,Sports,379.71,2023-07-10 06:22:06.787590504,card
TXN0000264,3,77,Electronics,447.56,2023-12-24 15:13:05.124030113,cash
TXN0000265,26,170,Electronics,21.14,2023-05-05 21:34:11.319950342,cash
TXN0000266,31,64,Toys,438.44,2024-09-06 16:43:07.825845957,upi
TXN0000267,3,53,Sports,368.18,2024-04-04 08:35:24.196518660,wallet
TXN0000268,43,17,Health,269.92,2023-05-30 03:16:06.908381462,upi
TXN0000269,15,160,Electronics,33.08,2023-10-04 21:01:59.953599453,upi
TXN0000270,27,73,Furniture,249.79,2024-08-14 18:47:39.567360163,card
TXN0000271,11,176,Toys,235.91,2024-01-15 04:04:31.109904289,cash
TXN0000272,40,197,Furniture,238.71,2023-10-31 12:22:09.813441515,card
TXN0000273,4,6,Beauty,45.92,2024-08-04 17:25:11.534110308,upi
TXN0000274,10,18,Sports,403.9,2024-09-25 09:18:48.838215828,upi
TXN0000275,34,71,Electronics,479.22,2024-08-06 13:42:17.294257402,upi
TXN0000276,20,80,Health,17.18,2023-01-24 19:43:04.133002758,cash
TXN0000277,11,189,Sports,362.4,2024-04-06 12:04:10.670095444,cash
TXN0000278,40,191,Food,393.18,2024-12-09 14:01:29.034596920,card
TXN0000279,21,143,Books,324.79,2023-04-15 04:43:07.258233547,cash
TXN0000280,2,154,Books,364.38,2023-09-12 18:48:37.949419975,cash
TXN0000281,34,7,Sports,460.51,2023-02-17 04:49:49.534101963,wallet
TXN0000282,21,123,Food,421.31,2024-03-31 22:00:25.674736977,upi
TXN0000283,40,39,Beauty,37.52,2024-08-25 23:23:22.167127371,card
TXN0000284,43,169,Sports,285.1,2023-06-17 12:53:03.257403374,wallet
TXN0000285,17,36,Books,93.01,2023-05-23 00:29:09.457540989,upi
TXN0000286,25,11,Food,236.47,2023-01-11 12:03:53.540166140,wallet
TXN0000287,35,164,Clothing,249.23,2024-03-30 04:15:19.915603161,upi
TXN0000288,19,110,Toys,186.92,2024-06-03 00:21:25.897019148,cash
TXN0000289,19,185,Food,39.21,2024-11-07 05:14:50.933060884,card
TXN0000290,36,125,Food,51.75,2023-06-01 21:18:40.563154697,upi
TXN0000291,39,160,Automotive,127.97,2024-06-30 10:02:25.727102518,cash
TXN0000292,33,49,Electronics,382.52,2023-10-02 10:59:53.967899323,card
TXN0000293,29,23,Clothing,312.43,2024-08-02 11:00:35.847852468,cash
TXN0000294,37,54,Furniture,149.89,2023-09-08 08:35:38.754522800,upi
TXN0000295,9,170,Toys,481.66,2023-06-25 02:12:50.062279224,wallet
TXN0000296,37,104,Beauty,192.06,2023-08-07 13:21:53.929488659,card
TXN0000297,33,135,Furniture,380.88,2023-04-13 14:32:24.710238934,card
TXN0000298,7,69,Health,226.03,2023-05-22 02:06:41.549459696,upi
TXN0000299,48,16,Toys,412.01,2023-01-23 06:11:19.449111700,cash
TXN0000300,42,131,Health,98.58,2024-03-13 02:21:08.407218695,cash
TXN0000301,10,156,Books,346.19,2024-08-13 01:16:46.567165613,wallet
TXN0000302,11,7,Health,78.84,2024-08-25 01:27:10.243647099,cash
TXN0000303,5,1,Beauty,474.08,2024-06-18 09:11:00.553461075,wallet
TXN0000304,35,73,Beauty,118.01,2023-11-13 01:31:45.846259117,card
TXN0000305,47,92,Sports,160.74,2024-09-06 17:46:20.272535086,upi
TXN0000306,8,105,Automotive,166.85,2024-12-10 11:03:25.638062477,cash
TXN0000307,16,79,Furniture,84.42,2024-04-15 18:32:06.584805727,card
TXN0000308,10,48,Electronics,288.02,2024-11-13 18:17:14.747976542,card
TXN0000309,18,173,Sports,67.73,2024-11-20 11:29:42.783650637,upi
TXN0000310,36,79,Sports,482.34,2023-12-01 03:41:30.519360065,upi
TXN0000311,9,47,Food,404.88,2024-05-16 00:21:46.090483427,upi
TXN0000312,6,27,Sports,453.3,2024-04-04 22:55:53.268728495,wallet
TXN0000313,38,190,Clothing,171.5,2023-08-15 03:38:43.901998043,cash
TXN0000314,22,121,Beauty,446.23,2023-03-23 05:59:22.572929859,upi
TXN0000315,30,176,Clothing,76.17,2023-02-22 00:48:58.187381983,upi
TXN0000316,24,50,Beauty,23.66,2023-03-04 01:37:46.242808580,cash
TXN0000317,50,83,Health,283.36,2024-02-07 05:06:01.158961773,wallet
TXN0000318,17,128,Furniture,28.5,2024-02-14 20:13:09.547056198,card
TXN0000319,8,151,Books,363.54,2024-06-20 04:40:05.131293774,wallet
TXN0000320,16,163,Toys,101.28,2023-11-06 06:13:57.843324423,card
TXN0000321,36,103,Books,379.08,2023-01-09 00:34:00.393781424,cash
TXN0000322,10,35,Sports,295.18,2023-12-03 05:47:21.321388006,upi
TXN0000323,34,91,Electronics,152.19,2023-06-02 15:26:50.805861235,wallet
TXN0000324,44,118,Health,477.42,2024-06-28 11:16:05.136857271,cash
TXN0000325,29,19,Food,362.54,2023-10-31 07:52:40.907706738,cash
TXN0000326,46,12,Food,165.84,2024-11-27 11:15:52.872652054,upi
TXN0000327,21,187,Sports,39.97,2024-07-20 02:32:11.237433910,card
TXN0000328,40,107,Electronics,218.43,2023-04-16 03:27:34.938975334,card
TXN0000329,50,132,Books,348.1,2024-11-27 01:32:35.254477261,card
TXN0000330,42,57,Food,447.24,2023-12-16 01:32:46.609157085,card
TXN0000331,27,27,Automotive,357.73,2023-06-19 03:58:43.712193727,wallet
TXN0000332,3,95,Books,366.82,2024-12-12 01:12:34.564108849,wallet
TXN0000333,21,196,Electronics,215.56,2024-01-21 21:11:51.317341328,cash
TXN0000334,16,117,Books,222.05,2023-07-30 12:51:23.712496042,upi
TXN0000335,3,81,Books,40.78,2023-05-21 07:44:02.975165367,upi
TXN0000336,26,115,Furniture,8.14,2024-09-28 07:21:57.864205837,upi
TXN0000337,4,181,Furniture,334.2,2024-09-10 19:33:43.982122898,cash
TXN0000338,43,125,Furniture,134.17,2024-10-17 08:39:04.923637867,upi
TXN0000339,7,146,Books,265.78,2024-04-02 13:08:11.401876926,upi
TXN0000340,45,177,Electronics,76.44,2024-02-06 13:24:26.720173836,upi
TXN0000341,21,46,Toys,163.91,2023-04-16 10:13:09.758018970,wallet
TXN0000342,10,181,Food,142.76,2023-02-02 13:01:14.891510963,cash
TXN0000343,8,134,Sports,482.99,2023-09-23 01:54:51.085957527,card
TXN0000344,2,41,Toys,457.87,2024-02-16 13:11:42.781651497,wallet
TXN0000345,30,72,Books,197.9,2023-04-11 09:04:14.515599966,cash
TXN0000346,47,51,Food,282.32,2024-11-21 20:06:26.793163538,upi
TXN0000347,28,9,Beauty,152.9,2023-11-24 04:25:57.861234665,cash
TXN0000348,21,4,Books,382.82,2024-01-21 02:16:04.909872293,wallet
TXN0000349,16,156,Food,433.72,2023-02-14 21:47:58.044638157,card
TXN0000350,13,137,Automotive,148.16,2023-10-08 16:30:22.797610044,cash
TXN0000351,47,200,Automotive,179.32,2023-01-15 00:25:32.421326399,wallet
TXN0000352,46,24,Furniture,337.92,2023-04-30 03:32:34.011155844,upi
TXN0000353,36,106,Health,361.03,2023-10-10 06:29:19.744425058,cash
TXN0000354,12,31,Automotive,167.34,2024-04-15 17:28:11.265497684,wallet
TXN0000355,36,144,Automotive,39.26,2023-10-29 23:33:02.864867687,wallet
