date,city,max_temp,min_temp,precipitation,humidity,wind_speed
2022-02-11,London,9.9,3.8,5.5,69,0.0
2022-02-11,New York,8.3,3.1,12.5,55,29.1
2022-02-11,Tokyo,17.4,10.5,1.3,49,23.4
2022-02-11,Sydney,25.5,16.5,0.1,88,30.8
2022-02-12,Mumbai,35.9,29.9,0.5,76,8.5
2022-02-12,London,7.8,3.8,1.5,89,4.7
2022-02-12,New York,10.7,1.6,1.3,47,24.6
2022-02-12,Tokyo,20.4,12.7,1.1,73,22.3
2022-02-12,Sydney,26.3,21.0,2.8,50,0.0
2022-02-13,Mumbai,36.5,27.6,2.1,54,5.7
2022-02-13,London,11.0,5.1,2.5,75,0.0
2022-02-13,New York,9.1,2.0,3.5,79,23.8
2022-02-13,Tokyo,18.0,12.8,0.4,70,17.3
2022-02-13,Sydney,25.3,16.1,1.4,59,13.1
2022-02-14,Mumbai,36.2,27.7,0.2,88,23.2
2022-02-14,London,8.3,0.0,5.1,42,18.4
2022-02-14,New York,12.3,1.1,4.5,67,5.9
2022-02-14,Tokyo,18.7,10.0,4.2,43,8.0
2022-02-14,Sydney,24.7,15.7,0.3,67,10.5
2022-02-15,Mumbai,34.5,29.5,2.5,49,21.0
2022-02-15,London,10.3,0.9,7.5,86,18.3
2022-02-15,New York,9.0,1.2,3.0,87,27.5
2022-02-15,Tokyo,19.1,10.1,3.3,47,4.7
2022-02-15,Sydney,22.5,13.4,1.8,63,16.2
2022-02-16,Mumbai,40.8,26.8,4.0,89,22.0
2022-02-16,London,9.5,0.5,0.0,57,30.8
2022-02-16,New York,8.7,4.8,2.0,83,31.7
2022-02-16,Tokyo,18.5,10.3,0.2,77,28.6
2022-02-16,Sydney,21.5,18.0,3.1,85,9.9
2022-02-17,Mumbai,37.7,31.5,17.8,42,28.9
2022-02-17,London,11.7,2.3,9.5,52,3.3
2022-02-17,New York,9.5,2.4,4.0,43,9.4
2022-02-17,Tokyo,21.6,13.6,5.7,40,21.0
2022-02-17,Sydney,23.0,15.6,2.3,65,16.3
2022-02-18,Mumbai,38.1,28.6,1.0,55,28.4
2022-02-18,London,11.9,1.8,7.2,59,17.2
2022-02-18,New York,11.8,2.3,0.1,78,27.6
2022-02-18,Tokyo,18.6,11.0,10.2,54,26.2
2022-02-18,Sydney,27.8,16.8,0.8,55,21.7
2022-02-19,Mumbai,38.3,26.9,2.9,59,8.3
2022-02-19,London,8.3,3.2,2.0,43,13.2
2022-02-19,New York,10.4,1.1,3.5,44,31.8
2022-02-19,Tokyo,20.0,10.4,1.5,65,17.6
2022-02-19,Sydney,23.5,13.3,2.0,64,23.4
2022-02-20,Mumbai,37.3,27.8,2.0,69,27.4
2022-02-20,London,9.2,4.8,1.1,53,11.4
2022-02-20,New York,12.0,3.5,0.9,61,23.7
2022-02-20,Tokyo,21.5,10.3,3.1,64,18.5
2022-02-20,Sydney,23.0,16.7,0.2,53,23.4
2022-02-21,Mumbai,38.4,29.2,0.3,54,14.8
2022-02-21,London,8.4,3.0,2.4,71,9.4
2022-02-21,New York,9.6,2.8,2.3,45,5.1
2022-02-21,Tokyo,18.4,13.9,3.7,54,23.9
2022-02-21,Sydney,25.5,15.8,0.6,74,22.7
2022-02-22,Mumbai,38.5,27.1,3.5,78,5.4
2022-02-22,London,7.6,2.4,2.2,56,14.1
2022-02-22,New York,11.0,-0.2,1.1,86,13.7
2022-02-22,Tokyo,17.1,10.9,6.1,55,20.4
2022-02-22,Sydney,24.5,15.0,3.9,87,7.9
2022-02-23,Mumbai,34.3,29.9,1.4,78,29.5
2022-02-23,London,11.3,2.1,3.2,65,43.4
2022-02-23,New York,11.0,1.6,2.5,78,13.8
2022-02-23,Tokyo,18.7,10.7,7.7,64,39.0
2022-02-23,Sydney,22.5,17.1,10.0,70,22.6
2022-02-24,Mumbai,35.1,28.5,1.6,60,6.3
2022-02-24,London,9.2,2.6,2.0,66,17.0
2022-02-24,New York,9.3,1.3,2.5,70,21.0
2022-02-24,Tokyo,17.0,10.9,1.2,64,7.1
2022-02-24,Sydney,25.7,16.1,4.8,42,8.0
2022-02-25,Mumbai,37.2,31.1,0.0,57,28.0
2022-02-25,London,7.7,5.4,5.2,73,26.2
2022-02-25,New York,10.7,0.1,4.8,68,5.6
2022-02-25,Tokyo,17.9,12.6,1.3,50,18.4
2022-02-25,Sydney,24.3,14.9,5.1,89,28.0
2022-02-26,Mumbai,36.7,28.0,3.0,67,36.6
2022-02-26,London,9.1,3.5,0.5,71,23.2
2022-02-26,New York,11.0,4.0,0.3,56,22.8
2022-02-26,Tokyo,18.8,11.3,1.7,70,36.2
2022-02-26,Sydney,25.7,17.1,0.6,87,11.2
2022-02-27,Mumbai,37.9,30.4,5.6,81,20.1
2022-02-27,London,10.0,4.0,3.7,61,31.5
2022-02-27,New York,11.9,2.8,5.9,56,29.5
2022-02-27,Tokyo,19.2,13.0,5.7,42,3.8
2022-02-27,Sydney,25.8,17.1,1.1,46,33.2
2022-02-28,Mumbai,35.8,27.5,2.9,73,28.1
2022-02-28,London,8.2,3.7,3.3,59,28.9
2022-02-28,New York,8.9,4.8,4.7,56,35.2
2022-02-28,Tokyo,19.3,12.0,3.5,49,0.0
2022-02-28,Sydney,26.8,15.4,0.7,47,29.6
2022-03-01,Mumbai,38.7,29.4,1.2,89,17.1
2022-03-01,London,18.3,6.9,0.7,48,30.3
2022-03-01,New York,15.4,8.9,0.7,76,29.9
2022-03-01,Tokyo,27.4,18.5,8.9,86,28.8
2022-03-01,Sydney,21.7,11.7,5.8,58,24.4
2022-03-02,Mumbai,40.3,30.4,0.8,43,38.9
2022-03-02,London,15.3,6.8,0.2,79,0.0
2022-03-02,New York,14.6,5.9,2.7,70,9.7
2022-03-02,Tokyo,26.5,16.0,1.5,41,45.6
2022-03-02,Sydney,20.9,10.8,0.6,79,22.3
2022-03-03,Mumbai,39.8,30.0,10.2,67,17.4
2022-03-03,London,15.4,8.3,3.1,44,25.7
2022-03-03,New York,15.6,9.7,1.9,62,25.6
2022-03-03,Tokyo,26.5,17.5,0.1,81,8.5
2022-03-03,Sydney,21.0,10.4,3.2,85,5.8
2022-03-04,Mumbai,37.9,28.4,3.6,83,30.8
2022-03-04,London,16.9,6.5,1.2,76,13.1
2022-03-04,New York,16.8,8.2,4.6,73,16.6
2022-03-04,Tokyo,28.3,14.1,1.1,75,46.1
2022-03-04,Sydney,20.2,13.5,0.2,81,10.7
2022-03-05,Mumbai,39.7,27.6,5.5,79,13.0
2022-03-05,London,14.6,9.0,16.4,43,30.9
2022-03-05,New York,15.1,7.9,9.8,67,21.7
2022-03-05,Tokyo,23.3,17.1,8.4,43,31.8
2022-03-05,Sydney,24.5,13.5,3.8,53,17.0
2022-03-06,Mumbai,38.5,29.0,2.3,45,29.0
2022-03-06,London,13.9,8.6,1.7,66,4.6
2022-03-06,New York,19.1,6.6,2.5,67,19.9
2022-03-06,Tokyo,24.6,18.0,0.0,72,31.6
2022-03-06,Sydney,20.5,13.3,0.9,73,14.2
2022-03-07,Mumbai,37.5,28.1,1.0,42,19.3
2022-03-07,London,12.7,7.4,4.4,81,33.4
2022-03-07,New York,17.6,9.2,2.2,43,9.6
2022-03-07,Tokyo,24.7,15.4,0.9,63,34.7
2022-03-07,Sydney,23.8,12.3,4.3,81,12.2
2022-03-08,Mumbai,41.1,28.0,2.5,45,23.9
2022-03-08,London,12.8,7.2,2.3,72,8.3
2022-03-08,New York,16.0,8.3,1.3,79,2.4
2022-03-08,Tokyo,21.3,17.7,6.4,65,19.6
2022-03-08,Sydney,21.0,12.4,1.3,85,32.3
2022-03-09,Mumbai,37.8,26.8,1.7,88,15.9
2022-03-09,London,14.2,8.8,7.3,76,18.9
2022-03-09,New York,17.2,7.2,1.4,71,15.2
2022-03-09,Tokyo,24.7,17.0,1.7,70,0.0
2022-03-09,Sydney,21.8,12.5,2.7,50,50.0
2022-03-10,Mumbai,37.4,29.1,8.0,49,12.6
2022-03-10,London,15.9,7.6,4.8,49,6.2
2022-03-10,New York,16.6,8.0,3.7,61,35.7
2022-03-10,Tokyo,23.2,16.6,4.3,86,23.5
2022-03-10,Sydney,22.4,17.1,2.9,79,1.2
2022-03-11,Mumbai,35.5,27.8,3.8,79,27.0
2022-03-11,London,15.5,6.2,4.6,70,11.3
2022-03-11,New York,16.1,7.9,1.0,65,9.4
2022-03-11,Tokyo,24.0,15.5,1.8,81,18.0
2022-03-11,Sydney,21.3,13.0,4.1,84,20.4
2022-03-12,Mumbai,37.7,28.8,1.1,43,32.3
2022-03-12,London,12.1,7.4,3.1,81,24.6
2022-03-12,New York,14.7,8.4,9.1,68,14.6
2022-03-12,Tokyo,23.7,15.7,5.1,58,16.3
2022-03-12,Sydney,21.8,11.8,3.3,79,25.8
2022-03-13,Mumbai,40.5,29.1,3.0,45,24.9
2022-03-13,London,15.9,7.9,2.8,59,22.8
2022-03-13,New York,13.7,7.6,2.4,76,18.5
2022-03-13,Tokyo,23.6,17.5,0.1,83,37.5
2022-03-13,Sydney,20.2,10.2,2.6,81,17.8
2022-03-14,Mumbai,38.7,27.6,0.5,60,5.2
2022-03-14,London,11.8,9.4,2.5,51,22.0
2022-03-14,New York,15.6,8.2,3.2,71,25.4
2022-03-14,Tokyo,25.0,18.0,0.3,73,18.9
2022-03-14,Sydney,20.9,14.7,0.5,60,11.4
2022-03-15,Mumbai,35.4,30.5,9.8,78,22.6
2022-03-15,London,12.6,5.6,0.3,53,16.9
2022-03-15,New York,17.4,8.7,0.7,82,15.4
2022-03-15,Tokyo,26.0,17.6,12.1,74,0.0
2022-03-15,Sydney,20.4,14.0,1.2,81,6.4
2022-03-16,Mumbai,37.2,30.8,0.6,50,43.8
2022-03-16,London,13.2,9.0,1.3,61,20.7
2022-03-16,New York,17.5,9.0,4.2,81,21.0
2022-03-16,Tokyo,24.3,18.9,1.7,62,19.0
2022-03-16,Sydney,24.2,11.9,8.2,51,20.5
2022-03-17,Mumbai,37.1,27.4,3.9,57,32.6
2022-03-17,London,11.6,9.8,1.4,76,19.1
2022-03-17,New York,17.5,6.4,5.1,79,5.9
2022-03-17,Tokyo,26.6,16.3,2.7,52,20.7
2022-03-17,Sydney,23.2,12.6,0.6,55,18.0
2022-03-18,Mumbai,38.9,27.2,5.8,64,15.1
2022-03-18,London,15.2,5.4,3.0,89,33.7
2022-03-18,New York,16.0,8.3,5.5,68,20.3
2022-03-18,Tokyo,24.1,17.1,1.7,45,19.2
2022-03-18,Sydney,19.9,11.8,3.4,79,21.6
2022-03-19,Mumbai,36.1,28.8,2.7,67,30.9
2022-03-19,London,11.9,7.4,10.1,72,14.2
2022-03-19,New York,15.4,7.8,3.2,59,14.7
2022-03-19,Tokyo,25.5,18.7,5.6,49,5.2
2022-03-19,Sydney,22.3,14.2,2.8,43,15.0
2022-03-20,Mumbai,38.3,26.1,9.0,82,22.7
2022-03-20,London,14.5,7.6,2.0,80,17.3
2022-03-20,New York,15.3,9.6,0.1,71,24.3
2022-03-20,Tokyo,23.4,17.8,2.5,50,13.2
2022-03-20,Sydney,17.9,12.1,2.4,82,10.3
2022-03-21,Mumbai,38.0,28.3,2.3,64,32.6
2022-03-21,London,13.7,6.1,3.3,66,7.4
2022-03-21,New York,14.7,6.9,0.0,88,15.2
2022-03-21,Tokyo,21.3,16.9,5.5,43,4.8
2022-03-21,Sydney,21.4,13.5,0.4,67,27.8
2022-03-22,Mumbai,36.7,30.4,1.2,69,18.9
2022-03-22,London,15.8,6.5,0.5,72,1.7
2022-03-22,New York,15.2,6.8,0.8,55,25.6
2022-03-22,Tokyo,25.9,17.3,1.8,76,16.2
2022-03-22,Sydney,20.4,11.6,0.1,86,23.4
2022-03-23,Mumbai,38.5,29.6,2.4,73,8.2
2022-03-23,London,15.2,7.3,0.2,56,28.4
2022-03-23,New York,16.0,9.7,2.0,49,25.6
2022-03-23,Tokyo,25.4,18.3,2.7,42,12.4
2022-03-23,Sydney,21.8,11.3,2.1,43,8.1
2022-03-24,Mumbai,36.4,29.2,16.8,43,4.1
2022-03-24,London,11.5,7.7,2.8,67,26.0
2022-03-24,New York,15.8,9.5,0.0,46,10.5
2022-03-24,Tokyo,25.8,18.8,0.7,41,17.5
2022-03-24,Sydney,21.6,13.2,11.6,46,25.6
2022-03-25,Mumbai,36.2,30.6,0.1,40,20.5
2022-03-25,London,15.5,6.4,0.6,57,18.7
2022-03-25,New York,12.2,6.8,2.0,42,0.0
2022-03-25,Tokyo,24.9,16.6,0.9,81,36.5
2022-03-25,Sydney,21.5,14.8,0.7,82,31.2
2022-03-26,Mumbai,40.6,25.8,0.2,47,27.0
2022-03-26,London,12.5,4.1,1.6,81,35.3
2022-03-26,New York,17.9,7.6,6.0,75,15.5
2022-03-26,Tokyo,26.5,15.5,1.4,41,21.7
2022-03-26,Sydney,18.7,10.7,6.6,59,6.3
2022-03-27,Mumbai,36.5,29.0,3.8,63,29.5
2022-03-27,London,14.2,6.5,9.8,50,20.4
2022-03-27,New York,17.1,8.1,5.7,80,37.4
2022-03-27,Tokyo,22.8,15.9,0.5,86,6.0
2022-03-27,Sydney,21.0,15.9,0.3,63,20.2
2022-03-28,Mumbai,37.9,29.2,3.5,60,11.1
2022-03-28,London,14.2,7.9,1.6,55,23.1
2022-03-28,New York,17.1,7.6,4.5,56,13.7
2022-03-28,Tokyo,23.8,16.6,0.5,43,26.9
2022-03-28,Sydney,21.4,12.0,5.1,58,5.9
2022-03-29,Mumbai,37.5,29.2,3.3,82,33.4
2022-03-29,London,15.9,6.3,3.6,75,26.9
2022-03-29,New York,15.6,10.6,5.2,69,0.0
2022-03-29,Tokyo,26.0,17.4,3.5,87,32.7
2022-03-29,Sydney,20.2,12.3,0.5,59,15.9
2022-03-30,Mumbai,36.9,27.1,2.5,64,20.1
2022-03-30,London,16.2,7.8,0.9,69,7.9
2022-03-30,New York,12.9,9.0,5.2,56,20.1
2022-03-30,Tokyo,25.3,17.7,9.6,60,25.4
2022-03-30,Sydney,21.4,14.2,0.2,65,19.7
2022-03-31,Mumbai,37.7,29.9,8.1,77,39.5
2022-03-31,London,13.2,7.0,0.4,70,32.6
2022-03-31,New York,17.1,9.6,5.2,64,13.4
2022-03-31,Tokyo,27.0,16.5,4.2,84,17.1
2022-03-31,Sydney,18.8,13.0,0.0,73,16.3
2022-04-01,Mumbai,37.0,27.0,1.0,62,13.4
2022-04-01,London,18.7,10.9,0.8,89,17.6
2022-04-01,New York,23.6,13.6,1.8,54,18.2
2022-04-01,Tokyo,28.1,20.1,1.6,41,9.2
2022-04-01,Sydney,20.6,6.9,11.5,74,14.9
2022-04-02,Mumbai,38.0,27.9,0.9,44,1.1
2022-04-02,London,18.3,12.5,0.4,67,27.4
2022-04-02,New York,22.1,15.1,5.2,82,13.8
2022-04-02,Tokyo,29.4,19.7,0.1,67,24.8
2022-04-02,Sydney,17.8,9.6,4.3,42,32.2
2022-04-03,Mumbai,39.6,30.0,3.5,71,9.0
2022-04-03,London,18.3,12.1,0.0,70,26.1
2022-04-03,New York,25.1,15.8,4.4,84,15.2
2022-04-03,Tokyo,25.9,18.4,1.3,52,18.2
2022-04-03,Sydney,16.7,11.0,0.1,73,23.6
2022-04-04,Mumbai,36.9,30.9,4.4,44,34.0
2022-04-04,London,19.5,11.4,12.0,63,4.8
2022-04-04,New York,18.1,15.7,2.8,44,32.0
2022-04-04,Tokyo,30.9,18.1,2.2,52,28.1
2022-04-04,Sydney,18.3,10.4,0.1,52,15.7
2022-04-05,Mumbai,35.9,27.6,1.4,43,20.5
2022-04-05,London,19.5,13.4,2.1,51,6.9
