date,ticker,open,high,low,close,volume
2023-06-12,AAPL,132.44,135.68,134.49,135.19,6050258
2023-06-13,AAPL,135.44,135.06,134.32,134.4,2439317
2023-06-14,AAPL,133.77,135.66,134.6,135.15,3375528
2023-06-15,AAPL,134.49,138.58,137.94,138.5,24827534
2023-06-16,AAPL,137.86,137.06,135.81,137.0,46407471
2023-06-19,AAPL,136.47,135.79,135.28,135.56,44528070
2023-06-20,AAPL,135.36,135.08,134.68,135.07,37096485
2023-06-21,AAPL,134.59,137.18,135.8,137.12,13968358
2023-06-22,AAPL,137.91,139.96,139.42,139.48,20006816
2023-06-23,AAPL,139.63,135.2,134.13,134.23,33143060
2023-06-26,AAPL,133.63,135.63,134.96,135.01,19515552
2023-06-27,AAPL,134.99,132.93,131.49,131.73,16639564
2023-06-28,AAPL,131.46,130.4,129.88,130.18,36561516
2023-06-29,AAPL,131.08,130.44,129.89,130.38,2934465
2023-06-30,AAPL,130.5,133.72,132.48,133.23,25914792
2023-07-03,AAPL,133.69,127.85,125.7,127.08,44811475
2023-07-04,AAPL,126.97,128.59,127.18,127.58,5179921
2023-07-05,AAPL,128.32,125.4,124.54,125.09,47944112
2023-07-06,AAPL,124.62,124.27,123.02,123.65,1340303
2023-07-07,AAPL,123.51,125.58,123.75,124.28,18732020
2023-07-10,AAPL,124.58,124.86,123.47,124.57,9081858
2023-07-11,AAPL,124.38,125.52,124.48,125.43,32101361
2023-07-12,AAPL,125.37,124.08,121.71,123.06,36062986
2023-07-13,AAPL,123.41,123.79,122.11,122.84,44057794
2023-07-14,AAPL,122.18,126.24,125.39,125.98,27630594
2023-07-17,AAPL,126.03,130.11,126.75,128.31,34337300
2023-07-18,AAPL,128.21,129.27,128.94,128.96,30055046
2023-07-19,AAPL,128.67,126.93,126.49,126.92,1219521
2023-07-20,AAPL,126.8,122.87,122.27,122.76,48644453
2023-07-21,AAPL,123.59,126.24,124.51,125.6,45557535
2023-07-24,AAPL,125.82,126.5,125.44,125.77,5325083
2023-07-25,AAPL,125.71,123.61,122.96,123.45,5050400
2023-07-26,AAPL,123.63,123.36,121.88,123.13,48225949
2023-07-27,AAPL,123.18,121.98,121.33,121.86,4514726
2023-07-28,AAPL,121.44,116.84,116.64,116.72,17539389
2023-07-31,AAPL,116.9,119.84,118.81,119.13,9305257
2023-08-01,AAPL,119.68,116.16,115.86,115.99,41979438
2023-08-02,AAPL,115.87,116.99,115.67,116.46,29272682
2023-08-03,AAPL,116.25,117.51,116.27,117.44,20981415
2023-08-04,AAPL,116.73,117.62,116.34,117.29,6782957
2023-08-07,AAPL,117.53,117.71,116.93,117.19,14256089
2023-08-08,AAPL,117.31,116.25,115.39,116.13,9464037
2023-08-09,AAPL,115.93,114.89,113.72,114.47,18212232
2023-08-10,AAPL,114.31,114.67,113.41,113.89,34281620
2023-08-11,AAPL,113.9,113.44,112.28,112.94,34425891
2023-08-14,AAPL,113.27,113.09,112.25,112.63,23198289
2023-08-15,AAPL,113.02,117.56,117.16,117.21,13054917
2023-08-16,AAPL,116.96,120.95,119.19,120.5,24709399
2023-08-17,AAPL,120.11,122.93,121.85,121.98,38140084
2023-08-18,AAPL,121.67,125.46,124.23,124.69,11583882
2023-08-21,AAPL,124.4,127.96,126.5,127.31,37797702
2023-08-22,AAPL,127.06,126.01,125.1,125.54,28230101
2023-08-23,AAPL,124.56,125.9,125.22,125.37,26309621
2023-08-24,AAPL,125.72,123.38,122.57,122.97,27310906
2023-08-25,AAPL,123.26,124.23,123.69,124.13,30554925
2023-08-28,AAPL,124.34,125.09,123.66,124.1,24751542
2023-08-29,AAPL,124.13,123.68,122.59,123.15,36821355
2023-08-30,AAPL,122.76,123.16,122.83,123.11,6733346
2023-08-31,AAPL,123.38,126.27,125.32,125.43,37058297
2023-09-01,AAPL,125.26,129.01,127.77,128.28,32305862
2023-09-04,AAPL,128.53,136.5,135.68,136.15,27002179
2023-09-05,AAPL,136.32,140.09,138.6,138.79,7512525
2023-09-06,AAPL,138.37,142.22,140.63,141.4,40218912
2023-09-07,AAPL,141.52,143.5,141.45,142.82,21615614
2023-09-08,AAPL,142.99,143.33,142.51,143.18,28624261
2023-09-11,AAPL,143.42,141.21,139.61,140.13,6845662
2023-09-12,AAPL,140.58,139.98,138.83,139.1,45542512
2023-09-13,AAPL,139.3,143.11,141.74,142.14,30080285
2023-09-14,AAPL,142.55,143.24,141.95,142.87,47612580
2023-09-15,AAPL,142.4,145.55,144.6,144.63,5080765
2023-09-18,AAPL,143.54,145.44,144.62,144.63,44485923
2023-09-19,AAPL,144.11,146.58,145.62,146.19,24668836
2023-09-20,AAPL,145.9,147.56,146.66,147.24,2458809
2023-09-21,AAPL,146.44,153.05,151.29,151.33,3006127
2023-09-22,AAPL,151.5,149.63,149.0,149.05,4195256
2023-09-25,AAPL,149.52,150.3,148.99,149.8,34563503
2023-09-26,AAPL,150.14,142.29,140.26,141.21,43447609
2023-09-27,AAPL,141.31,137.27,136.65,136.74,37532865
2023-09-28,AAPL,136.46,134.21,133.72,133.95,29950988
2023-09-29,AAPL,134.34,131.12,130.23,130.86,25739882
2023-10-02,AAPL,130.61,133.36,132.07,132.72,11000130
2023-10-03,AAPL,132.15,136.31,134.44,135.38,20918353
2023-10-04,AAPL,135.99,131.83,130.8,131.14,33262880
2023-10-05,AAPL,130.83,127.76,127.53,127.65,9103614
2023-10-06,AAPL,127.01,127.01,125.45,126.34,15173094
2023-10-09,AAPL,126.3,125.96,124.89,124.99,33454930
2023-10-10,AAPL,124.85,127.87,126.6,126.81,1912762
2023-10-11,AAPL,126.97,125.49,125.15,125.38,47600287
2023-10-12,AAPL,125.27,125.01,123.76,124.85,21109444
2023-10-13,AAPL,124.6,130.38,128.55,130.13,17905208
2023-10-16,AAPL,130.55,127.97,127.32,127.38,44335654
2023-10-17,AAPL,127.9,129.61,128.49,128.82,22061286
2023-10-18,AAPL,128.86,125.75,125.33,125.55,22390007
2023-10-19,AAPL,125.84,127.51,126.73,127.25,9978582
2023-10-20,AAPL,126.97,127.61,126.75,127.38,22074229
2023-10-23,AAPL,127.02,125.25,124.02,124.79,14261857
2023-10-24,AAPL,125.32,124.78,123.81,124.48,45041549
2023-10-25,AAPL,124.5,118.46,117.75,117.78,3104436
2023-10-26,AAPL,117.65,120.1,119.5,119.88,20220389
2023-10-27,AAPL,119.83,122.82,121.58,121.83,26840149
2023-10-30,AAPL,121.91,124.43,122.95,123.83,15328194
2023-10-31,AAPL,123.79,122.11,121.56,121.73,26476448
2023-11-01,AAPL,121.88,118.42,117.82,118.16,43154304
2023-11-02,AAPL,117.79,112.92,111.87,112.69,26611651
2023-11-03,AAPL,112.52,115.75,114.61,114.78,37970080
2023-11-06,AAPL,114.19,112.99,112.57,112.81,39886124
2023-11-07,AAPL,112.41,115.89,114.99,115.21,33897601
2023-11-08,AAPL,114.81,112.92,112.51,112.62,47688133
2023-11-09,AAPL,112.93,113.54,111.76,113.29,26572514
2023-11-10,AAPL,113.9,110.84,109.61,109.77,6167471
2023-11-13,AAPL,109.95,115.19,114.46,114.8,17238648
2023-11-14,AAPL,115.25,114.84,112.93,114.48,44397569
2023-11-15,AAPL,114.15,119.52,117.79,118.43,30367893
2023-11-16,AAPL,118.26,121.77,120.95,121.4,6562256
2023-11-17,AAPL,121.92,121.02,120.32,120.56,32718432
2023-11-20,AAPL,120.53,119.06,118.51,118.78,18075649
2023-11-21,AAPL,118.73,121.15,120.5,120.85,19492226
2023-11-22,AAPL,121.02,119.36,118.54,119.31,26991083
2023-11-23,AAPL,119.37,122.43,121.82,122.4,1282534
2023-11-24,AAPL,122.12,128.48,126.93,126.94,23544248
2023-11-27,AAPL,126.95,130.79,128.98,130.65,12879961
2023-11-28,AAPL,130.49,127.43,126.2,126.73,40145822
2023-11-29,AAPL,126.56,130.28,129.2,129.6,9398690
2023-11-30,AAPL,129.74,125.41,124.38,124.93,37451425
2023-12-01,AAPL,124.26,125.83,124.47,125.39,33414617
2023-12-04,AAPL,125.19,125.79,125.79,125.79,30151543
2023-12-05,AAPL,125.95,127.83,126.97,127.06,25851221
2023-12-06,AAPL,126.42,127.25,125.99,127.11,32934186
2023-12-07,AAPL,127.33,127.85,127.11,127.46,27106875
2023-12-08,AAPL,127.92,123.09,121.34,122.08,35622651
2023-12-11,AAPL,122.06,119.73,118.92,119.68,20703181
2023-12-12,AAPL,120.3,117.72,117.27,117.42,10224253
2023-12-13,AAPL,118.16,119.14,116.57,117.64,12555022
2023-12-14,AAPL,116.97,118.19,117.34,118.18,5743180
2023-12-15,AAPL,118.33,121.84,121.08,121.08,46890416
2023-12-18,AAPL,121.18,117.84,117.36,117.5,6558192
2023-12-19,AAPL,117.5,118.92,117.67,118.56,28650288
2023-12-20,AAPL,118.53,118.64,117.96,118.02,11424824
2023-12-21,AAPL,117.8,121.69,120.48,120.65,17575117
2023-12-22,AAPL,120.64,121.38,120.94,121.37,9214225
2023-12-25,AAPL,121.59,122.23,121.44,122.12,29333991
2023-12-26,AAPL,122.02,117.24,116.74,117.11,25562605
2023-12-27,AAPL,117.6,117.92,117.65,117.79,39895202
2023-12-28,AAPL,118.2,116.06,114.86,115.11,10016003
2023-12-29,AAPL,115.02,111.87,110.42,111.75,31738714
2024-01-01,AAPL,111.32,110.5,109.75,110.14,6974289
2024-01-02,AAPL,109.9,106.99,106.79,106.87,39049946
2024-01-03,AAPL,107.01,110.25,109.58,109.72,2628028
2024-01-04,AAPL,109.6,106.71,106.54,106.57,47747764
2024-01-05,AAPL,106.87,107.06,105.47,106.36,44029542
2024-01-08,AAPL,107.0,106.58,104.35,105.65,45272114
2024-01-09,AAPL,105.57,107.65,106.98,107.14,21057838
2024-01-10,AAPL,106.84,107.69,107.14,107.64,41110091
2024-01-11,AAPL,107.77,104.76,104.25,104.33,32163393
2024-01-12,AAPL,103.75,107.48,107.2,107.22,19898832
2024-01-15,AAPL,107.39,105.67,105.26,105.51,4614657
2024-01-16,AAPL,105.91,103.23,102.8,102.82,41106643
2024-01-17,AAPL,102.33,106.62,105.66,105.87,12731258
2024-01-18,AAPL,105.74,109.19,107.88,108.41,5168962
2024-01-19,AAPL,107.76,107.38,107.32,107.37,23277546
2024-01-22,AAPL,107.42,107.05,105.8,105.85,30776323
2024-01-23,AAPL,105.13,105.12,104.89,105.1,1028521
2024-01-24,AAPL,104.97,107.49,106.01,106.63,19251202
2024-01-25,AAPL,106.83,105.39,102.91,105.19,30805035
2024-01-26,AAPL,104.98,105.81,104.94,105.35,31653464
2024-01-29,AAPL,105.87,106.91,106.35,106.51,17217788
2024-01-30,AAPL,105.84,109.77,109.2,109.35,20900716
2024-01-31,AAPL,109.73,107.08,105.49,105.83,8119754
2024-02-01,AAPL,105.74,102.34,102.2,102.21,7497629
2024-02-02,AAPL,101.79,105.43,103.7,104.72,49872671
2024-02-05,AAPL,104.89,105.8,105.25,105.66,31108925
2024-02-06,AAPL,105.62,101.65,100.79,101.39,18238738
2024-02-07,AAPL,101.34,101.95,100.63,100.99,30254793
2024-02-08,AAPL,101.47,101.25,101.06,101.11,3555244
2024-02-09,AAPL,100.89,102.66,102.18,102.62,26654227
2024-02-12,AAPL,102.2,100.95,99.73,99.75,41984806
2024-02-13,AAPL,99.3,100.51,99.9,100.11,17951062
2024-02-14,AAPL,99.96,96.68,95.99,96.39,21192874
2024-02-15,AAPL,96.49,95.12,94.68,95.1,10227414
2024-02-16,AAPL,95.43,94.43,94.11,94.28,36996953
2024-02-19,AAPL,94.12,93.45,92.68,93.08,16538250
2024-02-20,AAPL,92.9,94.38,93.43,93.87,27451607
2024-02-21,AAPL,93.77,94.42,93.86,93.98,34572307
2024-02-22,AAPL,93.64,94.93,94.05,94.11,39293397
2024-02-23,AAPL,94.54,93.79,93.35,93.78,10011629
2024-02-26,AAPL,94.05,92.81,92.31,92.73,27586147
2024-02-27,AAPL,92.59,94.1,93.76,94.04,18940024
2024-02-28,AAPL,93.74,93.75,92.57,93.52,23117731
2024-02-29,AAPL,93.66,91.98,90.89,91.5,8289140
2024-03-01,AAPL,91.92,92.87,92.36,92.37,40694567
2024-03-04,AAPL,92.71,90.4,89.91,90.37,41688736
2024-03-05,AAPL,89.89,93.0,92.07,92.35,8511847
2024-03-06,AAPL,92.36,93.18,92.63,92.98,43919293
2024-03-07,AAPL,92.36,90.31,90.06,90.27,37036566
2024-03-08,AAPL,90.09,90.62,89.66,90.16,14421061
2024-03-11,AAPL,90.07,89.93,89.0,89.05,7709850
2024-03-12,AAPL,89.06,87.71,87.43,87.58,17048606
2024-03-13,AAPL,88.0,87.89,87.51,87.87,15926226
2024-03-14,AAPL,88.04,88.14,87.24,87.87,1568914
2024-03-15,AAPL,87.43,92.96,91.59,91.69,3321793
2024-03-18,AAPL,92.21,93.77,92.19,92.8,44205655
2024-03-19,AAPL,92.78,90.57,89.97,90.43,18789191
2024-03-20,AAPL,90.26,91.69,90.63,91.19,32359939
2024-03-21,AAPL,91.01,93.17,92.69,92.96,28303661
2024-03-22,AAPL,92.99,94.57,93.94,94.06,46986737
2024-03-25,AAPL,94.07,95.91,95.1,95.42,38240691
2024-03-26,AAPL,95.4,94.72,93.21,94.1,8548937
2024-03-27,AAPL,94.33,92.71,91.74,92.21,40213314
2024-03-28,AAPL,92.27,92.49,91.76,92.14,26340474
2024-03-29,AAPL,92.59,93.45,91.74,92.61,7255523
2024-04-01,AAPL,92.63,91.0,90.07,90.74,19982425
2024-04-02,AAPL,91.19,90.51,89.77,90.29,12808635
2024-04-03,AAPL,90.4,93.65,93.07,93.11,19876140
2024-04-04,AAPL,93.32,91.7,90.87,91.18,33033993
2024-04-05,AAPL,91.18,87.74,87.1,87.54,9467282
2024-04-08,AAPL,87.48,86.05,85.37,85.44,4865844
2024-04-09,AAPL,85.35,85.73,84.55,85.08,17221553
2024-04-10,AAPL,85.26,84.66,84.56,84.63,23476229
2024-04-11,AAPL,84.38,81.66,81.56,81.58,15396077
2024-04-12,AAPL,81.47,82.96,82.03,82.77,21525179
2024-04-15,AAPL,83.05,83.74,83.44,83.54,10818577
2024-04-16,AAPL,83.46,82.09,81.58,81.78,40367420
2024-04-17,AAPL,81.74,81.74,81.0,81.44,10254755
2024-04-18,AAPL,81.52,78.8,78.15,78.52,44443070
2024-04-19,AAPL,78.5,78.75,78.33,78.39,14034480
2024-04-22,AAPL,78.47,80.39,79.89,79.99,37633740
2024-04-23,AAPL,80.17,80.19,78.69,79.55,38652475
2024-04-24,AAPL,79.49,79.62,78.63,79.17,47644013
2024-04-25,AAPL,79.24,80.51,79.89,80.26,47932067
2024-04-26,AAPL,80.3,79.41,78.48,79.25,26790154
2024-04-29,AAPL,79.22,80.35,79.61,80.07,21402882
2024-04-30,AAPL,80.23,77.39,76.73,77.09,38737367
2024-05-01,AAPL,77.53,76.85,75.96,76.07,27019099
2024-05-02,AAPL,76.08,76.62,75.67,76.02,1493150
2024-05-03,AAPL,76.0,76.94,76.76,76.78,40562892
2024-05-06,AAPL,76.93,77.42,76.9,77.05,47489090
2024-05-07,AAPL,77.01,78.78,78.22,78.66,9978826
2024-05-08,AAPL,78.59,78.5,78.07,78.22,23883567
2024-05-09,AAPL,78.29,78.82,77.84,78.42,27731746
2024-05-10,AAPL,78.37,78.8,77.73,78.19,5657146
2024-05-13,AAPL,78.62,79.42,78.87,79.34,5720878
2024-05-14,AAPL,79.33,83.13,81.7,82.46,34136051
2024-05-15,AAPL,82.83,82.14,81.81,82.14,2026220
2024-05-16,AAPL,81.97,81.89,81.03,81.33,2896164
2024-05-17,AAPL,81.72,80.31,79.79,80.24,7355354
2024-05-20,AAPL,80.46,81.16,79.99,80.81,44521391
2024-05-21,AAPL,81.07,80.9,80.33,80.47,40161563
2024-05-22,AAPL,80.51,80.68,79.84,80.59,32318988
2024-05-23,AAPL,80.87,81.7,81.22,81.68,13554778
2024-05-24,AAPL,81.63,82.38,81.52,82.36,8344876
2024-05-27,AAPL,82.31,80.92,80.59,80.87,35140423
2024-05-28,AAPL,80.93,82.23,80.36,81.24,41071429
2024-05-29,AAPL,81.16,80.64,80.43,80.47,45763743
2024-05-30,AAPL,80.74,81.01,79.63,80.14,45479217
2024-05-31,AAPL,80.39,79.31,78.81,79.29,30475343
2024-06-03,AAPL,79.21,80.16,79.29,79.85,11456147
2024-06-04,AAPL,79.97,81.37,79.87,80.51,32202210
2024-06-05,AAPL,80.56,80.21,79.83,79.97,34699187
2024-06-06,AAPL,80.03,76.91,76.72,76.73,34036269
2024-06-07,AAPL,76.58,75.28,74.3,74.87,44283758
2024-06-10,AAPL,74.77,76.4,75.98,75.99,48387959
2024-06-11,AAPL,76.04,76.1,74.82,75.55,14993140
2024-06-12,AAPL,75.22,74.31,73.26,73.79,26863408
2024-06-13,AAPL,73.51,73.29,72.28,73.23,44971116
2024-06-14,AAPL,73.08,72.47,72.01,72.38,41908630
2024-06-17,AAPL,72.47,71.84,71.51,71.8,14587881
2024-06-18,AAPL,71.86,68.61,68.35,68.39,40658021
2024-06-19,AAPL,68.38,70.5,69.44,69.88,16131525
2024-06-20,AAPL,69.9,69.93,69.5,69.64,13097064
2024-06-21,AAPL,69.69,69.52,69.2,69.37,15140556
2024-06-24,AAPL,69.39,71.5,71.04,71.24,36271120
2024-06-25,AAPL,70.9,70.25,69.42,69.8,16157004
2024-06-26,AAPL,69.63,70.81,69.34,70.08,19673759
2024-06-27,AAPL,70.05,68.82,68.01,68.46,29986169
2024-06-28,AAPL,68.11,69.93,69.59,69.87,13016052
2024-07-01,AAPL,69.73,69.16,68.95,69.11,16328415
2024-07-02,AAPL,69.17,68.75,67.91,68.65,21597550
2024-07-03,AAPL,68.61,69.15,68.3,68.72,21787417
2024-07-04,AAPL,68.36,68.54,68.24,68.49,28194998
2024-07-05,AAPL,68.52,69.14,68.9,69.05,43018945
2024-07-08,AAPL,69.04,69.8,69.27,69.35,17012680
2024-07-09,AAPL,69.26,71.63,70.85,71.32,18712183
2024-07-10,AAPL,71.08,68.14,67.77,67.84,15279568
2024-07-11,AAPL,67.45,67.66,67.0,67.41,2007191
2024-07-12,AAPL,67.42,66.88,66.47,66.75,9963519
2024-07-15,AAPL,66.85,65.14,64.44,64.92,34517927
2024-07-16,AAPL,65.2,63.53,63.21,63.24,27945288
2024-07-17,AAPL,63.16,62.6,62.08,62.4,13766660
2024-07-18,AAPL,62.53,62.61,62.13,62.25,12910036
2024-07-19,AAPL,62.4,62.1,61.94,62.07,36319243
2024-07-22,AAPL,61.97,60.22,59.94,60.14,16756511
2024-07-23,AAPL,60.5,61.17,60.59,60.66,43885214
2024-07-24,AAPL,60.91,62.17,61.98,62.04,6249316
2024-07-25,AAPL,61.92,61.74,61.29,61.35,47443988
2024-07-26,AAPL,61.45,63.5,62.99,63.14,23181901
2024-07-29,AAPL,63.02,63.41,62.99,63.3,29604661
2024-07-30,AAPL,63.13,63.64,63.43,63.62,24833587
2024-07-31,AAPL,63.8,61.99,61.61,61.88,21107014
2024-08-01,AAPL,61.83,61.52,61.33,61.36,47028309
2024-08-02,AAPL,61.31,61.86,61.12,61.32,6149068
2024-08-05,AAPL,61.25,62.37,62.19,62.29,28884469
2024-08-06,AAPL,62.21,61.17,60.92,61.11,15709882
2024-08-07,AAPL,61.11,63.13,62.98,63.01,9457536
2024-08-08,AAPL,63.06,64.45,64.27,64.33,41826062
2024-08-09,AAPL,64.19,65.08,64.67,64.8,41869673
2024-08-12,AAPL,64.74,65.56,65.13,65.51,9433893
2024-08-13,AAPL,65.78,62.95,62.58,62.9,30444245
2024-08-14,AAPL,62.95,63.91,63.56,63.85,21608282
2024-08-15,AAPL,63.85,63.29,63.03,63.18,25525301
2024-08-16,AAPL,63.1,61.39,60.49,61.08,41063482
2024-08-19,AAPL,61.1,61.13,60.83,60.95,42720393
2024-08-20,AAPL,60.75,60.36,60.02,60.18,21725776
2024-08-21,AAPL,59.94,59.55,59.43,59.45,19472920
2024-08-22,AAPL,59.45,61.3,60.86,61.05,44764859
2024-08-23,AAPL,61.27,61.88,61.23,61.3,14915617
2024-08-26,AAPL,61.22,60.21,59.36,59.86,29190077
2024-08-27,AAPL,59.85,60.21,59.6,59.83,11865840
2024-08-28,AAPL,59.69,58.02,57.59,57.88,46703561
2024-08-29,AAPL,57.95,57.26,56.87,57.09,30981794
2024-08-30,AAPL,56.96,57.71,57.52,57.7,43591853
2024-09-02,AAPL,57.5,59.67,59.09,59.39,20736361
